R&D Expense	Assets	Net Sales	Log R&D Expense	Log Assets	Log Net Sales	Log 10 R&D Expense	Log 10 Assets	Company	Industry
3.49	55.897	42.067	1.24990174	4.02351071	3.73926359	0.54282543	1.7473885	GOREMOTE INTERNET COMM INC	PREPACKAGED SOFTWARE
4.616	17.495	28.367	1.52952853	2.86191513	3.3452265	0.6642658	1.24291395	OPTIO SOFTWARE INC	PREPACKAGED SOFTWARE
6.311	18.467	15.072	1.84229414	2.91598536	2.71283872	0.80009818	1.26639635	724 SOLUTIONS INC	PREPACKAGED SOFTWARE
17.637	2271.702	769.121	2.86999897	7.72828461	6.6452483	1.24642471	3.35635136	STATS CHIPPAC LTD  -ADR	SEMICONDUCTOR,RELATED DEVICE
10.029	37.228	38.064	2.3054809	3.61706117	3.63926895	1.00125763	1.57086971	CENTRA SOFTWARE INC	PREPACKAGED SOFTWARE
2.519	3.95	22.12	0.923862	1.37371558	3.09648218	0.40122817	0.5965971	VANTAGEMED CORP	PREPACKAGED SOFTWARE
20.856	124.499	141.335	3.03764168	4.82429768	4.95113296	1.31923102	2.09516586	WITNESS SYSTEMS INC	PREPACKAGED SOFTWARE
13.383	123.945	82.801	2.59398524	4.81983792	4.41644014	1.12655348	2.09322901	QUOVADX INC	PREPACKAGED SOFTWARE
13.149	115.34	61.023	2.57634571	4.74788429	4.11125084	1.11889273	2.06197995	CHORDIANT SOFTWARE INC	PREPACKAGED SOFTWARE
44.518	275.344	200.601	3.7958936	5.61802123	5.30131786	1.64853565	2.43987562	WEBMETHODS INC	PREPACKAGED SOFTWARE
4.073	45.288	20.573	1.40437983	3.8130421	3.02397954	0.60991441	1.65598314	APROPOS TECHNOLOGY INC	PREPACKAGED SOFTWARE
143.577	2587.57	535.775	4.96687148	7.85847449	6.2837143	2.15708487	3.41289211	INTERSIL CORP  -CL A	SEMICONDUCTOR,RELATED DEVICE
9.109	83.413	66.283	2.20926294	4.42380417	4.19393345	0.9594707	1.92123374	NIKU CORP	PREPACKAGED SOFTWARE
22.996	157.145	109.083	3.13532029	5.05716895	4.69210906	1.3616523	2.19630057	MATRIXONE INC	PREPACKAGED SOFTWARE
8.907	296.589	106.677	2.18683748	5.69234734	4.66980558	0.94973145	2.47215504	ASIAINFO HOLDINGS INC	PREPACKAGED SOFTWARE
4.197	13.207	15.328	1.43436998	2.58074699	2.72968122	0.62293897	1.12080418	VERSATA INC	PREPACKAGED SOFTWARE
1712.304	13489.829	8934.032	7.44559511	9.50969127	9.09762308	3.23358087	4.13000644	INFINEON TECHNLGIES AG  -ADR	SEMICONDUCTOR,RELATED DEVICE
17.484	131.882	64.236	2.86128618	4.88190758	4.1625638	1.2426408	2.12018552	RADVISION LTD	PREPACKAGED SOFTWARE
0.942	87.405	78.196	-0.05975	4.47055249	4.3592185	-0.0259491	1.94153628	PSI TECHNOLOGIES HLDGS  -ADR	SEMICONDUCTOR,RELATED DEVICE
10.661	55.4	42.809	2.36659222	4.01457959	3.75674836	1.02779794	1.74350976	SCO GROUP INC	PREPACKAGED SOFTWARE
74.917	484.402	456.225	4.31638083	6.18291514	6.12298611	1.87458038	2.68520593	SILICON LABORATORIES INC	SEMICONDUCTOR,RELATED DEVICE
6.471	94.358	48.673	1.86733066	4.54709606	3.88512446	0.8109714	1.97477873	MOLDFLOW CORP	PREPACKAGED SOFTWARE
14.509	315.293	111.859	2.67476915	5.75350237	4.71723915	1.16163748	2.49871433	WEBSENSE INC	PREPACKAGED SOFTWARE
10.636	271.992	63.436	2.36424447	5.60577265	4.15003152	1.02677833	2.43455613	ULTICOM INC	PREPACKAGED SOFTWARE
11.364	150.205	60.617	2.43045046	5.01200103	4.10457538	1.05553123	2.17668439	SUPPORTSOFT INC	PREPACKAGED SOFTWARE
2.575	13.359	10.523	0.94584953	2.59219032	2.35356334	0.41077723	1.12577395	IMAGEWARE SYSTEMS INC	CMP INTEGRATED SYS DESIGN
2	17.15	17.392	0.69314718	2.84199817	2.85601033	0.30103	1.23426412	LIVEPERSON INC	PREPACKAGED SOFTWARE
56.924	468.025	158.198	4.04171704	6.14852171	5.06384741	1.75529541	2.67026905	BOOKHAM INC	SEMICONDUCTOR,RELATED DEVICE
6.69	55.269	50.794	1.90061387	4.01221217	3.92777824	0.82542612	1.74248161	CORILLIAN CORP	PREPACKAGED SOFTWARE
14.577	130.257	57.877	2.67944494	4.86950942	4.05832007	1.16366815	2.11480107	NUANCE COMMUNICATIONS INC	PREPACKAGED SOFTWARE
2.198	16.953	12.502	0.78754786	2.83044481	2.52588863	0.34202769	1.22924656	KNOVA SOFTWARE INC	PREPACKAGED SOFTWARE
15.637	90.123	56.294	2.7496399	4.5011754	4.03058796	1.19415344	1.95483564	EMBARCADERO TECHNOLOGIES INC	CMP INTEGRATED SYS DESIGN
39.127	131.094	163.798	3.66681277	4.87591462	5.09863396	1.59247655	2.11758282	SEEBEYOND TECHNOLOGY CORP	PREPACKAGED SOFTWARE
94.4	1110.1	1266.9	4.54754107	7.01220538	7.14432825	1.97497199	3.0453621	ON SEMICONDUCTOR CORP	SEMICONDUCTOR,RELATED DEVICE
30.629	423.569	176.211	3.42194727	6.04871643	5.17168214	1.48613282	2.62692417	PIXELWORKS INC	SEMICONDUCTOR,RELATED DEVICE
15.254	104.755	56.162	2.72484176	4.65162429	4.02824037	1.18338374	2.02017476	MICROTUNE INC	SEMICONDUCTOR,RELATED DEVICE
53.743	81.945	71.151	3.98421343	4.40604829	4.26480438	1.73032191	1.91352246	CENTILLIUM COMMUNICATIONS	SEMICONDUCTOR,RELATED DEVICE
36.414	393.828	170.738	3.59495332	5.97591427	5.14013022	1.56126839	2.59530659	SONUS NETWORKS INC	CMP INTEGRATED SYS DESIGN
8.965	55.894	61.256	2.19332811	4.02345704	4.1150618	0.95255029	1.74736519	SIRENZA MICRODEVICES INC	SEMICONDUCTOR,RELATED DEVICE
2.71	20.249	22.705	0.99694863	3.00810541	3.12258516	0.43296929	1.30640358	CLICKSOFTWARE TECHNOL LTD	PREPACKAGED SOFTWARE
2.913	32.737	25.729	1.06918348	3.48850594	3.24761876	0.46434048	1.51503888	CLICK COMMERCE INC	PREPACKAGED SOFTWARE
9.518	114.98	80.454	2.25318474	4.7447582	4.38768559	0.9785457	2.0606223	STRATOS INTERNATIONAL INC	SEMICONDUCTOR,RELATED DEVICE
265.734	2788.962	1224.58	5.58249581	7.93342476	7.11035321	2.42444712	3.4454426	MARVELL TECHNOLOGY GROUP LTD	SEMICONDUCTOR,RELATED DEVICE
7.406	59.498	34.938	2.00229048	4.0859427	3.55357506	0.86958371	1.77450237	INFOVISTA S A  -ADR	PREPACKAGED SOFTWARE
4.481	178.746	194.411	1.49984624	5.1859658	5.26997447	0.65137494	2.25223633	ASAT HOLDINGS LTD  -ADR	SEMICONDUCTOR,RELATED DEVICE
6.174	78.021	136.755	1.82034693	4.35697802	4.918191	0.79056663	1.89221151	NETWORK ENGINES INC	CMP INTEGRATED SYS DESIGN
12.164	44.198	38.413	2.49848077	3.78867954	3.64839594	1.08507641	1.64540262	I-MANY INC	PREPACKAGED SOFTWARE
5.521	14.147	9.421	1.708559	2.64950259	2.24294124	0.74201775	1.15066435	TRIPATH TECHNOLOGY INC	SEMICONDUCTOR,RELATED DEVICE
18.476	109.188	53.003	2.91647259	4.69307117	3.97034852	1.26660795	2.03817491	VIRAGE LOGIC CORP	SEMICONDUCTOR,RELATED DEVICE
15.455	125.186	64.243	2.73793258	4.82980063	4.16267277	1.18906901	2.09755576	OPNET TECHNOLOGIES INC	PREPACKAGED SOFTWARE
3.833	55.716	17.806	1.34364779	4.02026736	2.87953548	0.58353882	1.74597993	MIND CTI LTD	PREPACKAGED SOFTWARE
3.974	78.482	67.837	1.37977314	4.3628693	4.21710777	0.59922786	1.89477006	ADVANCED POWER TECHNOL INC	SEMICONDUCTOR,RELATED DEVICE
5.829	25.487	3.281	1.76284546	3.23816852	1.18814825	0.76559406	1.40631872	TVIA INC	SEMICONDUCTOR,RELATED DEVICE
19.738	102.382	142.925	2.98254571	4.62871092	4.96232002	1.29530314	2.01022361	TELECOMMUNICATION SYS INC	PREPACKAGED SOFTWARE
2.631	3.914	4.663	0.967364	1.36455987	1.53965902	0.42012085	0.59262082	RADVIEW SOFTWARE LTD	PREPACKAGED SOFTWARE
20.26	185.196	92.196	3.0086485	5.22141472	4.52391675	1.30663944	2.2676316	O2MICRO INTERNATIONAL LTD	SEMICONDUCTOR,RELATED DEVICE
3.811	37.472	22.602	1.33789162	3.62359399	3.1180384	0.58103895	1.57370687	WEBSIDESTORY INC	PREPACKAGED SOFTWARE
6.192	152.21	75.234	1.82325814	5.02526115	4.32060326	0.79183095	2.18244319	AT ROAD INC	CMP INTEGRATED SYS DESIGN
0.127	6.012	6.302	-2.0635682	1.79375747	1.84086704	-0.8961963	0.77901897	PROGINET CORP	PREPACKAGED SOFTWARE
23.548	67.087	56.954	3.15904089	4.20599028	4.04224392	1.37195403	1.82663837	SYNPLICITY INC	PREPACKAGED SOFTWARE
4.931	49.721	23.536	1.59554181	3.90642738	3.15853116	0.692935	1.69653985	EVERGREEN SOLAR INC	SEMICONDUCTOR,RELATED DEVICE
17.022	199.967	57.143	2.83450663	5.29815235	4.0455569	1.23101059	2.30095833	OPTICAL COMMUNICATION PRODS	SEMICONDUCTOR,RELATED DEVICE
52.765	89.613	29.444	3.96584809	4.4955004	3.38249015	1.72234594	1.95237102	TRANSMETA CORP	SEMICONDUCTOR,RELATED DEVICE
5.555	44.153	14.558	1.71469842	3.78766087	2.67814067	0.74468406	1.64496022	ALLIANCE FIBER OPTIC PRODUCT	SEMICONDUCTOR,RELATED DEVICE
8.096	104.582	10.821	2.09137011	4.64997145	2.38148869	0.9082705	2.01945694	MONOLITHIC SYS TECHNOLOGIES	SEMICONDUCTOR,RELATED DEVICE
509	2272	1912	6.23244802	7.72841578	7.55590509	2.70671778	3.35640833	AGERE SYSTEMS INC	SEMICONDUCTOR,RELATED DEVICE
14.948	143.591	37.792	2.70457751	4.96696898	3.63209744	1.17458309	2.15712722	OPSWARE INC	PREPACKAGED SOFTWARE
1.245	4.399	7.609	0.21913553	1.48137724	2.02933176	0.09516935	0.64335396	PRIMAL SOLUTIONS INC	PREPACKAGED SOFTWARE
47.416	319.224	145.941	3.85895972	5.76589305	4.98320243	1.67592491	2.50409554	MAGMA DESIGN AUTOMATION INC	PREPACKAGED SOFTWARE
0.812	4.446	0.882	-0.2082549	1.49200482	-0.1255632	-0.090444	0.64796946	WARP TECHNOLOGY HLDGS INC	CMP INTEGRATED SYS DESIGN
20.999	125.407	62.346	3.04447482	4.83156445	4.13269952	1.32219861	2.09832178	PDF SOLUTIONS INC	CMP INTEGRATED SYS DESIGN
0.189	2.064	3.503	-1.6660083	0.72464585	1.25361974	-0.7235382	0.31470969	CYBER DEFENSE SYSTEMS INC	PREPACKAGED SOFTWARE
5.111	39.243	10.094	1.63139508	3.66977308	2.31194119	0.70850588	1.5937622	LOGICVISION INC	SEMICONDUCTOR,RELATED DEVICE
10.092	101.775	74.46	2.31174303	4.62276449	4.31026207	1.00397724	2.00764111	INTERVIDEO INC	PREPACKAGED SOFTWARE
35.115	398.978	249.824	3.55862839	5.98890628	5.52075667	1.54549267	2.60094895	VERINT SYSTEMS INC	CMP INTEGRATED SYS DESIGN
24.495	90.811	84.148	3.19846902	4.50878042	4.43257715	1.38907744	1.95813846	PLUMTREE SOFTWARE INC	PREPACKAGED SOFTWARE
0.727	0.972	4.931	-0.3188288	-0.0283995	1.59554181	-0.1384656	-0.0123337	GLOBALSCAPE INC	PREPACKAGED SOFTWARE
31.478	278.242	166.565	3.44928889	5.62849124	5.11538562	1.49800713	2.44442269	ALTIRIS INC	PREPACKAGED SOFTWARE
1.362	36.078	82.664	0.30895421	3.58568326	4.4147842	0.13417711	1.55724245	COMPUTER PROGRAMS & SYSTEMS	CMP INTEGRATED SYS DESIGN
2.587	3.4	1.645	0.9504989	1.22377543	0.49774038	0.41279643	0.53147892	DWANGO NORTH AMERICA CORP	PREPACKAGED SOFTWARE
1.995	22.409	15.253	0.69064405	3.10946266	2.72477621	0.2999429	1.35042248	CITADEL SECURITY SOFTWARE	PREPACKAGED SOFTWARE
1.08	4.921	0	0.07696104	1.59351176		0.03342376	0.69205337	NS8 CORP	PREPACKAGED SOFTWARE
5.385	55.388	19.641	1.68361731	4.01436296	2.97761922	0.73118571	1.74341568	ACACIA RESEARCH-COMBIMATRIX	SEMICONDUCTOR,RELATED DEVICE
79.582	126.3	119.435	4.37678794	4.83866003	4.78277229	1.90081485	2.10140335	MINDSPEED TECHNOLOGIES INC	SEMICONDUCTOR,RELATED DEVICE
78.768	643.245	517.283	4.36650682	6.46652568	6.24859011	1.89634982	2.80837642	AMIS HOLDINGS INC	SEMICONDUCTOR,RELATED DEVICE
33.631	219.915	194.805	3.51544826	5.39324111	5.27199906	1.52673978	2.34225485	SIGMATEL INC	SEMICONDUCTOR,RELATED DEVICE
7.163	139.682	72.736	1.96892889	4.93936841	4.28683645	0.85509495	2.14514044	TESSERA TECHNOLOGIES INC	SEMICONDUCTOR,RELATED DEVICE
14.476	78.489	58.694	2.67249211	4.36295849	4.07233751	1.16064857	1.8948088	CALLIDUS SOFTWARE INC	PREPACKAGED SOFTWARE
1.092	6.251	0.157	0.08801088	1.83274145	-1.8515095	0.03822264	0.7959495	DAYSTAR TECHNOLOGIES INC	SEMICONDUCTOR,RELATED DEVICE
2.563	155.471	73.626	0.94117845	5.04645922	4.29899822	0.40874861	2.19164939	STAKTEK HOLDINGS INC	SEMICONDUCTOR,RELATED DEVICE
42.704	206.363	169.607	3.75429259	5.32963675	5.133484	1.63046856	2.31463183	ATHEROS COMMUNICATIONS INC	SEMICONDUCTOR,RELATED DEVICE
18.929	173.915	97.969	2.94069514	5.15856667	4.5846511	1.27712767	2.24033704	MOTIVE INC	PREPACKAGED SOFTWARE
9.822	280.499	176.375	2.28462477	5.63657016	5.17261241	0.99219993	2.44793132	SALESFORCE.COM INC	PREPACKAGED SOFTWARE
965	6622	5715	6.8721281	8.79815272	8.65084958	2.98452731	3.82098918	FREESCALE SEMICONDUCTOR INC	SEMICONDUCTOR,RELATED DEVICE
13.102	777.193	332.403	2.57276489	6.65568871	5.80634809	1.1173376	2.89052888	SYNIVERSE HOLDINGS INC	CMP INTEGRATED SYS DESIGN
3.512	70.207	40.15	1.25618568	4.25144802	3.69262244	0.54555451	1.84638042	COLOR KINETICS INC	SEMICONDUCTOR,RELATED DEVICE
19.425	59.454	47.833	2.9665609	4.0852029	3.86771578	1.28836103	1.77418108	NETLOGIC MICROSYSTEMS INC	SEMICONDUCTOR,RELATED DEVICE
14.964	154.815	150.25	2.70564732	5.04223086	5.01230057	1.1750477	2.18981304	LEADIS TECHNOLOGY INC	SEMICONDUCTOR,RELATED DEVICE
7.807	88.309	61.764	2.05502077	4.48084203	4.12332067	0.89248418	1.94600497	RIGHTNOW TECHNOLOGIES INC	PREPACKAGED SOFTWARE
0.618	6.55	0.458	-0.4812668	1.87946505	-0.7808861	-0.2090115	0.8162413	HYPERSPACE COMM INC	PREPACKAGED SOFTWARE
8.303	300.894	87.688	2.1166169	5.70675804	4.47378506	0.91923504	2.47841353	COGENT INC	CMP INTEGRATED SYS DESIGN
13.464	54.138	43.935	2.60001946	3.99153634	3.78271127	1.1291741	1.73350221	VOLTERRA SEMICONDUCTOR CORP	SEMICONDUCTOR,RELATED DEVICE
95.2	841	636.5	4.55597994	6.73459166	6.45598442	1.97863695	2.924796	SSA GLOBAL TECHNOLOGIES	PREPACKAGED SOFTWARE
12.817	71.948	47.595	2.55077241	4.27594364	3.86272771	1.10778638	1.85701873	MONOLITHIC POWER SYSTEMS INC	SEMICONDUCTOR,RELATED DEVICE
15.317	148.496	92.563	2.72896332	5.00055802	4.52788949	1.18517371	2.17171476	PORTALPLAYER INC	PREPACKAGED SOFTWARE
6.811	8.537	22.087	1.91853895	2.14440966	3.0949892	0.83321088	0.93130528	ARCSOFT INC-REDH	CMP INTEGRATED SYS DESIGN
8.333	42.414	48.715	2.12022354	3.7474785	3.88598699	0.92080138	1.62750923	UNICA CORP-REDH	PREPACKAGED SOFTWARE
5.344	41.768	45.802	1.67597444	3.7321305	3.82432776	0.72786645	1.62084368	EMAGEON INC	PREPACKAGED SOFTWARE
14.306	44.989	51.345	2.66067903	3.80641802	3.93856756	1.15551822	1.65310634	ADVANCED ANALOGIC TECH -REDH	SEMICONDUCTOR,RELATED DEVICE
280.954	2919.515	2262.227	5.63819095	7.97917279	7.72410501	2.44863522	3.46531071	SPANSION INC -REDH	SEMICONDUCTOR,RELATED DEVICE
1.341	55.231	61.671	0.2934156	4.01152439	4.1218138	0.12742878	1.74218291	HITTITE MICROWAVE CORP-REDH	SEMICONDUCTOR,RELATED DEVICE
394.342	15735.794	8103.737	5.97721855	9.66369327	9.00008059	2.59587303	4.19688866	TAIWAN SEMICONDUCTOR  -ADR	SEMICONDUCTOR,RELATED DEVICE
23.692	1838.324	1102.3	3.16513744	7.51660957	7.00515418	1.37460172	3.26442206	SILICONWARE PRECISION  -ADR	SEMICONDUCTOR,RELATED DEVICE
231.998	11855.856	4070.282	5.44672875	9.3805772	8.31146756	2.36548424	4.07393292	UTD MICROELECTRONICS  -ADR	SEMICONDUCTOR,RELATED DEVICE
71.036	167.943	242.738	4.26318679	5.12362464	5.49198267	1.8514785	2.22516191	EIDOS PLC  -ADR	PREPACKAGED SOFTWARE
39.356	192.184	157.1	3.67264844	5.25845325	5.05688255	1.59501095	2.28371723	DIALOG SEMICONDCTR PLC  -ADR	SEMICONDUCTOR,RELATED DEVICE
157.894	7268.255	5296.521	5.06192392	8.89127151	8.57480547	2.19836563	3.86143016	AU OPTRONICS CORP  -ADR	SEMICONDUCTOR,RELATED DEVICE
3.15	52.003	23.152	1.14740245	3.95130141	3.14208117	0.49831055	1.7160284	ON TRACK INNOVATIONS LTD	SEMICONDUCTOR,RELATED DEVICE
17.418	160.808	138.745	2.85750415	5.08021111	4.93263772	1.24099829	2.20630765	BLACKBAUD INC	PREPACKAGED SOFTWARE
13.749	148.398	111.403	2.62096609	4.99989785	4.71315426	1.13827111	2.17142805	BLACKBOARD INC	PREPACKAGED SOFTWARE
2.413	67.698	184.204	0.88087079	4.21505664	5.21604384	0.38255732	1.83057584	ULTRA CLEAN HOLDINGS INC	SEMICONDUCTOR,RELATED DEVICE
12.423	115.25	73.73	2.51954959	4.74710368	4.30040977	1.09422649	2.06164093	PHASE FORWARD INC	PREPACKAGED SOFTWARE
