Number Messages	Time (Clock)
25	25/09/2008 2:07 PM
13	25/09/2008 2:08 PM
23	25/09/2008 2:09 PM
8	25/09/2008 2:10 PM
6	25/09/2008 2:11 PM
16	25/09/2008 2:12 PM
39	25/09/2008 2:13 PM
10	25/09/2008 2:14 PM
26	25/09/2008 2:15 PM
8	25/09/2008 2:16 PM
14	25/09/2008 2:17 PM
13	25/09/2008 2:18 PM
21	25/09/2008 2:19 PM
22	25/09/2008 2:20 PM
15	25/09/2008 2:21 PM
13	25/09/2008 2:22 PM
4	25/09/2008 2:23 PM
24	25/09/2008 2:24 PM
17	25/09/2008 2:25 PM
23	25/09/2008 2:26 PM
31	25/09/2008 2:27 PM
18	25/09/2008 2:28 PM
13	25/09/2008 2:29 PM
25	25/09/2008 2:30 PM
10	25/09/2008 2:31 PM
13	25/09/2008 2:32 PM
20	25/09/2008 2:33 PM
10	25/09/2008 2:34 PM
12	25/09/2008 2:35 PM
7	25/09/2008 2:36 PM
21	25/09/2008 2:37 PM
17	25/09/2008 2:38 PM
3	25/09/2008 2:39 PM
25	25/09/2008 2:40 PM
12	25/09/2008 2:41 PM
6	25/09/2008 2:42 PM
9	25/09/2008 2:43 PM
15	25/09/2008 2:44 PM
21	25/09/2008 2:45 PM
27	25/09/2008 2:46 PM
6	25/09/2008 2:47 PM
32	25/09/2008 2:48 PM
17	25/09/2008 2:49 PM
12	25/09/2008 2:50 PM
6	25/09/2008 2:51 PM
6	25/09/2008 2:52 PM
21	25/09/2008 2:53 PM
21	25/09/2008 2:54 PM
16	25/09/2008 2:55 PM
18	25/09/2008 2:56 PM
3	25/09/2008 2:57 PM
3	25/09/2008 2:58 PM
12	25/09/2008 2:59 PM
30	25/09/2008 3:00 PM
12	25/09/2008 3:01 PM
29	25/09/2008 3:02 PM
23	25/09/2008 3:03 PM
15	25/09/2008 3:04 PM
21	25/09/2008 3:05 PM
19	25/09/2008 3:06 PM
8	25/09/2008 3:07 PM
10	25/09/2008 3:08 PM
19	25/09/2008 3:09 PM
27	25/09/2008 3:10 PM
15	25/09/2008 3:11 PM
13	25/09/2008 3:12 PM
15	25/09/2008 3:13 PM
20	25/09/2008 3:14 PM
28	25/09/2008 3:15 PM
12	25/09/2008 3:16 PM
6	25/09/2008 3:17 PM
27	25/09/2008 3:18 PM
10	25/09/2008 3:19 PM
8	25/09/2008 3:20 PM
19	25/09/2008 3:21 PM
8	25/09/2008 3:22 PM
25	25/09/2008 3:23 PM
17	25/09/2008 3:24 PM
8	25/09/2008 3:25 PM
18	25/09/2008 3:26 PM
23	25/09/2008 3:27 PM
6	25/09/2008 3:28 PM
19	25/09/2008 3:29 PM
6	25/09/2008 3:30 PM
24	25/09/2008 3:31 PM
27	25/09/2008 3:32 PM
25	25/09/2008 3:33 PM
16	25/09/2008 3:34 PM
21	25/09/2008 3:35 PM
29	25/09/2008 3:36 PM
17	25/09/2008 3:37 PM
28	25/09/2008 3:38 PM
10	25/09/2008 3:39 PM
12	25/09/2008 3:40 PM
16	25/09/2008 3:41 PM
14	25/09/2008 3:42 PM
24	25/09/2008 3:43 PM
18	25/09/2008 3:44 PM
18	25/09/2008 3:45 PM
20	25/09/2008 3:46 PM
17	25/09/2008 3:47 PM
16	25/09/2008 3:48 PM
17	25/09/2008 3:49 PM
11	25/09/2008 3:50 PM
13	25/09/2008 3:51 PM
28	25/09/2008 3:52 PM
7	25/09/2008 3:53 PM
29	25/09/2008 3:54 PM
23	25/09/2008 3:55 PM
11	25/09/2008 3:56 PM
16	25/09/2008 3:57 PM
3	25/09/2008 3:58 PM
36	25/09/2008 3:59 PM
21	25/09/2008 4:00 PM
7	25/09/2008 4:01 PM
12	25/09/2008 4:02 PM
22	25/09/2008 4:03 PM
7	25/09/2008 4:04 PM
14	25/09/2008 4:05 PM
11	25/09/2008 4:06 PM
29	25/09/2008 4:07 PM
18	25/09/2008 4:08 PM
31	25/09/2008 4:09 PM
7	25/09/2008 4:10 PM
17	25/09/2008 4:11 PM
12	25/09/2008 4:12 PM
17	25/09/2008 4:13 PM
13	25/09/2008 4:14 PM
27	25/09/2008 4:15 PM
26	25/09/2008 4:16 PM
17	25/09/2008 4:17 PM
17	25/09/2008 4:18 PM
19	25/09/2008 4:19 PM
24	25/09/2008 4:20 PM
3	25/09/2008 4:21 PM
25	25/09/2008 4:22 PM
8	25/09/2008 4:23 PM
23	25/09/2008 4:24 PM
14	25/09/2008 4:25 PM
8	25/09/2008 4:26 PM
14	25/09/2008 4:27 PM
14	25/09/2008 4:28 PM
9	25/09/2008 4:29 PM
12	25/09/2008 4:30 PM
11	25/09/2008 4:31 PM
9	25/09/2008 4:32 PM
14	25/09/2008 4:33 PM
16	25/09/2008 4:34 PM
18	25/09/2008 4:35 PM
18	25/09/2008 4:36 PM
10	25/09/2008 4:37 PM
6	25/09/2008 4:38 PM
27	25/09/2008 4:39 PM
10	25/09/2008 4:40 PM
27	25/09/2008 4:41 PM
29	25/09/2008 4:42 PM
21	25/09/2008 4:43 PM
19	25/09/2008 4:44 PM
9	25/09/2008 4:45 PM
18	25/09/2008 4:46 PM
22	25/09/2008 4:47 PM
33	25/09/2008 4:48 PM
11	25/09/2008 4:49 PM
12	25/09/2008 4:50 PM
17	25/09/2008 4:51 PM
24	25/09/2008 4:52 PM
12	25/09/2008 4:53 PM
13	25/09/2008 4:54 PM
32	25/09/2008 4:55 PM
26	25/09/2008 4:56 PM
20	25/09/2008 4:57 PM
28	25/09/2008 4:58 PM
6	25/09/2008 4:59 PM
