Name	Class	Vehicle Type	Transmission	Combined MPG	City MPG	Highway MPG	Weight (pounds)	Displacement (liters)	Horsepower	Air Aspiration	# Cylinders	Intake Valves Per Cyl	Exhaust Valves Per Cyl	# Gears	Drive System	THC	CO	CO2	NOx	PM	Energy Storage Device Desc	2Dr Pass Vol	2Dr Lugg Vol	4Dr Pass Vol	4Dr Lugg Vol	Htchbk Pass Vol	Htchbk Lugg Vol	Camless Valvetrain (Y or N)	Oil Viscosity	Test Veh Displ (L)	Air Aspir Method	Cyl Deact?	Var Valve Timing?
Mercedes-Benz CL 63 AMG	Compact Cars	Car	Automatic	18	15	22	5250	5.5	536	Turbocharged	8	2	2	7	2-Wheel Drive, Rear	0.03331	0.4656	299.45	0.0145			91	14					N	5W/40	5.461	TC	N	Y
Mercedes-Benz CL 65 AMG	Compact Cars	Car	Automatic	14	12	18	5250	6	621	Turbocharged	12	2	1	5	2-Wheel Drive, Rear	0.01593	0.44869	588.7	0.032			91	14					N	5W30 / 225.10	5.98	TC	N	Y
Mercedes-Benz CLS 550 4MATIC	Compact Cars	Car	Automatic	19	16	25	4750	4.7	402	Turbocharged	8	2	2	7	4-Wheel Drive	0.02074	0.3886	432.75	0.02					92	11			N	5W/40	4.664	TC	N	Y
Mercedes-Benz CLS 550	Compact Cars	Car	Automatic	20	17	25	4500	4.7	402	Turbocharged	8	2	2	7	2-Wheel Drive, Rear	0.08626	0.32477	535.49	0.00724					92	11			N	5W/40	4.664	TC	N	Y
Mercedes-Benz CLS 63 AMG	Compact Cars	Car	Automatic	19	16	25	4500	5.5	518	Turbocharged	8	2	2	7	2-Wheel Drive, Rear	0.00959	0.179	488.77	0.00417					92	11			N	5W/40	5.461	TC	N	Y
Mercedes-Benz E 350 (CONVERTIBLE)	Subcompact Cars	Car	Automatic	22	18	28	4250	3.5	302	Naturally Aspirated	6	2	2	7	2-Wheel Drive, Rear	0.01271	0.1881	383.52	0.013			80	6					N	5W30 / 225.10	3.498	NA	N	Y
Mercedes-Benz E 350 (coupe)	Subcompact Cars	Car	Automatic	22	19	28	4000	3.5	302	Naturally Aspirated	6	2	2	7	2-Wheel Drive, Rear	0.01497	0.1588	375.28	0.0117			81	11					N	5W30 / 225.10	3.498	NA	N	Y
Mercedes-Benz G 550	Special Purpose Vehicle, SUV 4WD	Both	Automatic	13	12	15	6000	5.5	382	Naturally Aspirated	8	2	2	7	4-Wheel Drive	0.02398	0.2054	628.88	0.0116									N	5W-30	5.461	NA	N	Y
Mercedes-Benz GL 450 4MATIC	Special Purpose Vehicle, SUV 4WD	Both	Automatic	15	13	18	6000	4.7	335	Naturally Aspirated	8	2	2	7	4-Wheel Drive	0.02672	0.3645	566.12	0.0212									N	5W-30	4.664	NA	N	Y
Mercedes-Benz GL 550 4MATIC	Special Purpose Vehicle, SUV 4WD	Both	Automatic	14	12	17	6000	5.5	382	Naturally Aspirated	8	2	2	7	4-Wheel Drive	0.01968	0.3172	579.22	0.02181									N	5W-30	5.461	NA	N	Y
Mercedes-Benz GLK 350 4MATIC	Special Purpose Vehicle, SUV 4WD	Both	Automatic	18	16	21	4500	3.5	268	Naturally Aspirated	6	2	2	7	4-Wheel Drive	0.00676	0.0847	455.86	0.00805									N	5W30 / 225.10	3.498	NA	N	Y
Mercedes-Benz GLK 350	Special Purpose Vehicle, SUV 2WD	Both	Automatic	18	16	22	4500	3.5	268	Naturally Aspirated	6	2	2	7	2-Wheel Drive, Rear	0.1696	0.6845	505.32	0.0251									N	5W30 / 225.10	3.498	NA	N	Y
Mercedes-Benz ML 350 4MATIC	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	19	17	22	5000	3.5	302	Naturally Aspirated	6	2	2	7	4-Wheel Drive	0.0135922	0.2177733	419.922221	0.0387029									N	5W30 DC225.10	3.498	NA	N	Y
Mercedes-Benz ML 350 BLUETEC 4MATIC	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	22	20	27	5500	3	240	Turbocharged	6	2	2	7	4-Wheel Drive	0.02619	0.0961	408.59	0.04003	0.00298								N	0W-30	2.987	TC	N	N
Mercedes-Benz R 350 4MATIC	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	18	16	21	5500	3.5	302	Naturally Aspirated	6	2	2	7	4-Wheel Drive	0.01658	0.3	444.86	0.024									N	5W30 DC225.10	3.498	NA	N	Y
Mercedes-Benz S 350 BLUETEC 4MATIC	Large Cars	Car	Automatic	25	21	31	5000	3	240	Turbocharged	6	2	2	7	4-Wheel Drive	0.03203	0.0774	383.94	0.0257	0.0013				109	16			N	0W-30	2.987	TC	N	N
Mercedes-Benz S 550 4MATIC	Large Cars	Car	Automatic	18	15	24	5250	4.7	429	Turbocharged	8	2	2	7	4-Wheel Drive	0.05649	0.6653	600.14	0.02688					109	16			N	5W/40	4.664	TC	N	Y
Mercedes-Benz S 550	Large Cars	Car	Automatic	19	15	25	5000	4.7	429	Turbocharged	8	2	2	7	2-Wheel Drive, Rear	0.02543	0.2264	454.01	0.0238					109	16			N	5W/40	4.664	TC	N	Y
Mercedes-Benz S 600	Large Cars	Car	Automatic	14	12	19	5250	5.5	510	Turbocharged	12	2	1	5	2-Wheel Drive, Rear	0.03267	0.5826	605.76	0.03798					109	16			N	5W30 / 225.10	5.513	TC	N	Y
Mercedes-Benz S 63 AMG	Large Cars	Car	Automatic	18	15	23	5250	5.5	536	Turbocharged	8	2	2	7	2-Wheel Drive, Rear	0.02494	0.2855	467.16	0.0272					109	16			N	5W/40	5.461	TC	N	Y
Mercedes-Benz S 65 AMG	Large Cars	Car	Automatic	14	12	19	5500	6	621	Turbocharged	12	2	1	5	2-Wheel Drive, Rear	0.01609	0.47202	592.3	0.0018					109	16			N	5W30 / 225.10	5.98	TC	N	Y
Mercedes-Benz SL 550	Two Seaters	Both	Automatic	17	14	22	4500	5.5	382	Naturally Aspirated	8	2	2	7	2-Wheel Drive, Rear	0.06144	0.2411	310.36	0.003									N	5W-30	5.461	NA	N	Y
Mercedes-Benz SL 63 AMG	Two Seaters	Car	Automatic	14	12	19	4750	6.2	518	Naturally Aspirated	8	2	2	7	2-Wheel Drive, Rear	0.01046	0.14114	608.98	0.01159									N	0W40 / API-SF/CD	6.208	NA	N	Y
Mercedes-Benz SLK 350	Two Seaters	Car	Automatic	23	20	29	3750	3.5	302	Naturally Aspirated	6	2	2	7	2-Wheel Drive, Rear	0.0183677	0.0760108	218.622158	0.0037886									N	5W30 / 225.10	3.498	NA	N	Y
Mercedes-Benz SLS AMG	Two Seaters	Car	Automated Manual	16	14	20	4000	6.2	563	Naturally Aspirated	8	2	2	7	2-Wheel Drive, Rear	0.01699	0.2856	529.55	0.0156									N	0W40 / API-SF/CD	6.208	NA	N	Y
Mitsubishi Motors Corporation OUTLANDER 2WD	Special Purpose Vehicle, SUV 2WD	Truck	Semi-Automatic	22	19	26	4000	3	230	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Front	0.03588	0.40087	365.48664	0.00678									N	0W20	2.998	NA	N	N
Mitsubishi Motors Corporation OUTLANDER 4WD	Special Purpose Vehicle, SUV 4WD	Truck	Semi-Automatic	21	19	25	4250	3	230	Naturally Aspirated	6	2	2	6	4-Wheel Drive	0.0473046	0.5426958	379.614376	0.0090227									N	0W20	2.998	NA	N	N
Mitsubishi Motors Corporation OUTLANDER 4WD	Special Purpose Vehicle, SUV 4WD	Truck	Selectable Continuously Variable (e.g. CVT with paddles)	24	22	27	4000	2.4	168	Naturally Aspirated	4	2	2	6	4-Wheel Drive	0.02901	0.44004	320.3937	0.01387									N	0W20	2.359	NA	N	Y
Porsche Cayenne S	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	18	16	22	5000	4.8	400	Naturally Aspirated	8	2	2	8	All Wheel Drive	0.02535	0.53407	456.4596	0.0149	0.00131								N	0W40	4.8	NA	N	Y
Porsche Cayenne Turbo	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	17	15	22	5250	4.8	500	Turbocharged	8	2	2	8	All Wheel Drive	0.01892	0.23811	486.11613	0.01436	0.00214								N	0W40	4.8	TC	N	Y
Porsche Cayenne	Special Purpose Vehicle, SUV 4WD	Truck	Manual	17	15	22	5000	3.6	300	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.02109	0.29196	479.96155	0.01972	0								N	0W40	3.6	NA	N	Y
Porsche Cayenne	Special Purpose Vehicle, SUV 4WD	Truck	Semi-Automatic	19	16	23	5000	3.6	300	Naturally Aspirated	6	2	2	8	All Wheel Drive	0.0225267	0.2130712	440.892674	0.0119883									N	0W40	3.6	NA	N	Y
Porsche Cayman S	Two Seaters	Car	Automatic	23	20	29	3500	3.4	320	Naturally Aspirated	6	2	2	7	2-Wheel Drive, Rear	0.03797	0.1438	358.5128	0.0134									N	0W40	3.4	NA	N	Y
Porsche Cayman S	Two Seaters	Car	Manual	22	19	26	3500	3.4	320	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Rear	0.03684	0.1438	373.9125	0.0135									N	0W40	3.4	NA	N	Y
Porsche Cayman	Two Seaters	Car	Automatic	24	20	29	3500	2.9	265	Naturally Aspirated	6	2	2	7	2-Wheel Drive, Rear	0.02584	0.1989	347.3957	0.04203									N	0W40	2.9	NA	N	Y
Porsche Cayman	Two Seaters	Car	Manual	22	19	27	3375	2.9	265	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Rear	0.04171	0.3949	377.22304	0.04019									N	0W40	2.9	NA	N	Y
Porsche Panamera 4S	Large Cars	Car	Automatic	19	16	24	4500	4.8	400	Naturally Aspirated	8	2	2	7	2-Wheel Drive, Rear	0.0318	0.1418	437.9727	0.0205					98	25			N	0W40	4.8	NA	N	Y
Porsche Panamera S Hybrid	Large Cars	Car	Automatic	25	22	30	4750	3	333	Supercharged	6	2	2	8	2-Wheel Drive, Rear	0.0148	0.15165	292.07	0.02728	0.0038	Battery(s)			98	25			N	0W40	3	SC	N	Y
Porsche Panamera Turbo	Large Cars	Car	Automatic	18	15	23	4750	4.8	500	Turbocharged	8	2	2	7	All Wheel Drive	0.0209	0.342	478.3673	0.0202	0.004				98	25			N	0W40	4.8	TC	N	Y
Porsche Panamera	Large Cars	Car	Automatic	21	18	27	4500	3.6	300	Naturally Aspirated	6	2	2	7	4-Wheel Drive	0.02131	0.174	400.01134	0.02126	0.00195				98	25			N	0W40	3.6	NA	N	Y
Rolls-Royce Motor Cars Limited Phantom	Large Cars	Car	Semi-Automatic	14	11	18	6000	6.7	453	Naturally Aspirated	12	2	2	6	2-Wheel Drive, Rear	0.05607	0.7675	618.13	0.0078					113	14			N	0W30	6.7	NA	N	Y
Saab 9-3 SEDAN AWD	Compact Cars	Car	Manual	24	20	30	3875	2	220	Turbocharged	4	2	2	6	All Wheel Drive	0.01735	0.27931	342.699	0.02282					90	15			N	5W30	2	TC	N	Y
Saab 9-3 SEDAN AWD	Compact Cars	Car	Semi-Automatic	22	18	29	4000	2	220	Turbocharged	4	2	2	6	All Wheel Drive	0.0405147	0.916488	392.239	0.0237192					90	15			N	5W30	2	TC	N	Y
Saab 9-3 SPORT SEDAN	Compact Cars	Car	Manual	25	20	33	3625	2	220	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.063	1.032	340.147	0.032					90	15			N	5W30	2	TC	N	Y
Saab 9-3 SPORT SEDAN	Compact Cars	Car	Semi-Automatic	23	19	29	3750	2	220	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.025583	0.376023	363.014	0.009829					90	15			N	5W30	2	TC	N	Y
Saab 9-5 SEDAN AWD	Midsize Cars	Car	Semi-Automatic	20	17	27	4500	2.8	300	Turbocharged	6	2	2	6	All Wheel Drive	0.05341	0.30157	417.538	0.02472					99	18			N	5W30	2.8	TC	N	Y
Saab 9-5 SEDAN	Midsize Cars	Car	Manual	25	20	33	4000	2	220	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0757	0.486	319.258	0.031					99	18			N	5W30	2	TC	N	Y
Saab 9-5 SEDAN	Midsize Cars	Car	Semi-Automatic	22	18	28	4250	2	220	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0405147	0.916488	392.239	0.0237192					99	18			N	5W30	2	TC	N	Y
Suzuki GRAND VITARA 4WD	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	20	19	23	3875	2.4	166	Naturally Aspirated	4	2	2	4	4-Wheel Drive	0.0065721	0.0469141	424.3441	0.0133659									N	SAE 5W-30 / SL	2.393	NA	N	Y
Suzuki GRAND VITARA	Special Purpose Vehicle, SUV 2WD	Truck	Automatic	21	19	25	3750	2.4	166	Naturally Aspirated	4	2	2	4	2-Wheel Drive, Rear	0.0191175	0.1258484	365.6643	0.0174484									N	SAE 5W-30 / SL	2.393	NA	N	Y
Suzuki GRAND VITARA	Special Purpose Vehicle, SUV 2WD	Truck	Manual	22	19	26	3750	2.4	166	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Rear	0.0215326	0.2588069	365.2503	0.0214083									N	SAE 5W-30 / SL	2.393	NA	N	Y
Suzuki KIZASHI AWD	Compact Cars	Car	Continuously Variable	25	22	29	3750	2.4	185	Naturally Aspirated	4	2	2	1	All Wheel Drive	0.0459983	0.3341165	314.8266	0.0123312					92	13			N	SAE 5W-30 / SL	2.393	NA	N	Y
MAZDA MAZDA2	Compact Cars	Car	Automatic	30	28	34	2625	1.5	100	Naturally Aspirated	4	2	2	4	2-Wheel Drive, Front	0.021	0.34	243	0.016							87	13	N	GF-4 0W-20	1.5	NA	N	Y
MAZDA MAZDA2	Compact Cars	Car	Manual	32	29	35	2625	1.5	100	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.00691	0.027	179.51	0.0056							87	13	N	GF-4 0W-20	1.5	NA	N	Y
MAZDA MAZDA3	Compact Cars	Car	Manual	28	25	33	3125	2	148	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.020734	0.5261	269	0.00975					94	12	95	17	N	GF-4 0W-20	2	NA	N	Y
MAZDA MAZDA3	Compact Cars	Car	Manual	23	20	28	3375	2.5	165	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.008492	0.652	344	0.0072					94	12	95	17	N	GF-4 0W-20	2.5	NA	N	Y
MAZDA MAZDA3	Compact Cars	Car	Semi-Automatic	27	24	33	3250	2	148	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.018512	0.1722	289	0.00569					94	12	95	17	N	GF-4 0W-20	2	NA	N	Y
MAZDA MAZDA6	Midsize Cars	Car	Manual	24	21	30	3625	2.5	170	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.01301	0.2	331.19	0.0157					102	17					2.5	NA	N	Y
MAZDA MAZDA6	Midsize Cars	Car	Semi-Automatic	25	22	31	3625	2.5	168	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.00306	0.176	316.72	0.0104					102	17					2.5	NA	N	Y
MAZDA MAZDASPEED3	Midsize Cars	Car	Manual	21	18	25	3625	2.3	263	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.018805	0.4382	388	0.02319							95	17	N	GF-4 5W-30	2.3	TC	N	Y
MAZDA MX-5	Two Seaters	Car	Manual	25	22	28	2750	2	167	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Rear	0.022134	0.5588	306	0.01504									N	GF-4 0W-20	2	NA	N	Y
LEXUS CT 200h	Compact Cars	Car	Continuously Variable	42	43	40	3500	1.8	98	Naturally Aspirated	4	2	2	1	2-Wheel Drive, Front	0.0000933	0.0496514	153.69495	0.0018256		Battery(s)					86	14	N	0W-20	1.798	NA	N	Y
TOYOTA FJ CRUISER 2WD	Special Purpose Vehicle, SUV 2WD	Truck	Automatic	19	17	20	4500	4	260	Naturally Aspirated	6	2	2	5	2-Wheel Drive, Rear	0.0043447	0.0686513	292.952708	0.0033139									N	0W-20	3.956	NA	N	Y
TOYOTA FJ CRUISER 4WD	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	18	17	20	4750	4	260	Naturally Aspirated	6	2	2	5	Part-time 4-Wheel Drive	0.0047079	0.099448	303.888043	0.0033921									N	0W-20	3.956	NA	N	Y
TOYOTA FJ CRUISER 4WD	Special Purpose Vehicle, SUV 4WD	Truck	Manual	16	15	18	4750	4	260	Naturally Aspirated	6	2	2	6	4-Wheel Drive	0.0154187	2.2694264	516.268008	0.0061976									N	0W-20	3.956	NA	N	Y
LEXUS GX 460	Special Purpose Vehicle, SUV 4WD	Truck	Semi-Automatic	17	15	20	5500	4.6	301	Naturally Aspirated	8	2	2	6	4-Wheel Drive	0.0161274	0.14736	469.541342	0.0188077									N	0W-20	4.608	NA	N	Y
TOYOTA HIGHLANDER HYBRID 4WD	Special Purpose Vehicle, SUV 4WD	Truck	Continuously Variable	28	28	28	5250	3.5	231	Naturally Aspirated	6	2	2	1	All Wheel Drive	0.0001287	0.0538821	233.175703	0.0018369		Battery(s)							N	0W-20	3.456	NA	N	Y
SCION iQ	Minicompact Cars	Car	Continuously Variable	37	36	37	2375	1.3	94	Naturally Aspirated	4	2	2	1	2-Wheel Drive, Front	0.2146811	0.8640599	229.216147	0.015274							74	4	N	OW-20	1.329	NA	N	Y
LEXUS IS 250/IS 250C	Subcompact Cars	Car	Manual	22	19	28	4250	2.5	204	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Rear	0.0173059	0.0841182	391.467969	0.0188441			77	11	88	11			N	0W-20	2.5	NA	N	Y
TOYOTA PRIUS v	Midsize Station Wagons	Car	Continuously Variable	42	44	40	3625	1.8	98	Naturally Aspirated	4	2	2	1	2-Wheel Drive, Front	0.0036531	0.0923235	148.319973	0.000763		Battery(s)					97	34	N	0W-20	1.798	NA	N	Y
TOYOTA PRIUS	Midsize Cars	Car	Continuously Variable	50	51	48	3375	1.8	98	Naturally Aspirated	4	2	2	1	2-Wheel Drive, Front	0.0039849	0.0358224	130.810064	0.0031105		Battery(s)					94	22	N	0W-20	1.798	NA	N	Y
TOYOTA TACOMA 2WD	Small Pick-up Trucks 2WD	Truck	Automatic	21	19	24	4000	2.7	159	Naturally Aspirated	4	2	2	4	2-Wheel Drive, Rear	0.0063338	0.2483116	388.976804	0.0050112									N	0W-20	2.694	NA	N	Y
TOYOTA TACOMA 2WD	Small Pick-up Trucks 2WD	Truck	Automatic	19	17	21	4500	4	236	Naturally Aspirated	6	2	2	5	2-Wheel Drive, Rear	0.0198745	0.370548	428.300632	0.0144668									N	5W-30	3.956	NA	N	Y
TOYOTA TACOMA 2WD	Small Pick-up Trucks 2WD	Truck	Manual	22	21	25	3875	2.7	159	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Rear	0.0024452	0.141913	384.408668	0.0043754									N	0W-20	2.694	NA	N	Y
TOYOTA TACOMA 2WD	Small Pick-up Trucks 2WD	Truck	Manual	18	16	21	4250	4	236	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Rear	0.0231128	0.6446891	435.564014	0.0102454									N	5W-30	3.956	NA	N	Y
TOYOTA TACOMA 4WD	Small Pick-up Trucks 4WD	Truck	Automatic	19	18	21	4250	2.7	159	Naturally Aspirated	4	2	2	4	Part-time 4-Wheel Drive	0.0055193	0.7112204	443.972934	0.0031709									N	0W-20	2.694	NA	N	Y
TOYOTA TACOMA 4WD	Small Pick-up Trucks 4WD	Truck	Automatic	18	16	21	4500	4	236	Naturally Aspirated	6	2	2	5	Part-time 4-Wheel Drive	0.0316341	0.4317779	309.466781	0.00585									N	5W-30	3.956	NA	N	Y
TOYOTA TACOMA 4WD	Small Pick-up Trucks 4WD	Truck	Manual	19	18	20	4250	2.7	159	Naturally Aspirated	4	2	2	5	Part-time 4-Wheel Drive	0.0023149	0.0282382	289.572888	0.002141									N	0W-20	2.694	NA	N	Y
TOYOTA TACOMA 4WD	Small Pick-up Trucks 4WD	Truck	Manual	17	15	19	4500	4	236	Naturally Aspirated	6	2	2	6	Part-time 4-Wheel Drive	0.0057433	0.0765241	341.751656	0.004399									N	5W-30	3.956	NA	N	Y
SCION tC	Compact Cars	Car	Manual	26	23	31	3375	2.5	180	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0200474	0.1766325	306.077641	0.0142818							90	15	N	0W-20	2.494	NA	N	Y
TOYOTA YARIS	Compact Cars	Car	Automatic	32	30	35	2625	1.5	106	Naturally Aspirated	4	2	2	4	2-Wheel Drive, Front									87	13	85	15	N	5W-30	1.497	NA	N	Y
TOYOTA YARIS	Compact Cars	Car	Manual	33	30	38	2625	1.5	106	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.0193582	0.1997892	224.937349	0.0141279					87	13	85	15	N	5W-30	1.497	NA	N	Y
Audi A8L	Large Cars	Car	Semi-Automatic	16	14	21	5000	6.3	500	Naturally Aspirated	12	2	2	8	All Wheel Drive	0.0008	0.28	313	0.005					109	13					6.299	NA	N	Y
Volkswagen BEETLE	Subcompact Cars	Car	Semi-Automatic	25	22	29	3375	2.5	170	Naturally Aspirated	5	2	2	6	2-Wheel Drive, Front	0.0444	0.57	322	0.0218							85	12	N	10W40 / VW50200	2.48	NA	N	Y
Volkswagen EOS	Subcompact Cars	Car	Semi-Automatic	25	22	30	3500	2	200	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0083	0.25	302	0.007	0.002		77	11							1.984	TC	N	Y
Volkswagen GOLF	Compact Cars	Car	Manual	34	30	42	3500	2	140	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0863	0.184	262	0.0078	0.003						94	15	N	5W40	1.968	TC	N	N
Volkswagen Jetta	Compact Cars	Car	Manual	28	24	34	3625	2	140	Naturally Aspirated	4	1	1	5	2-Wheel Drive, Front	0.13	0.6	262	0.004	0.003				94	16			N	5W40	1.968	NA	N	N
Volkswagen Jetta	Compact Cars	Car	Manual	26	23	33	3500	2.5	170	Naturally Aspirated	5	2	2	5	2-Wheel Drive, Front	0.0012	0.18	207	0.0017					94	16			N	10W40 / VW50200	2.48	NA	N	Y
Volkswagen Jetta	Compact Cars	Car	Semi-Automatic	27	24	32	3250	2	115	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.2057	2.22	357	0.0485					94	16			N	5W40 / VW50200	1.984	TC	N	Y
Volkswagen Passat	Midsize Cars	Car	Manual	35	31	43	3750	2	140	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0192	0	292	0.017	0.001				102	16			N	5W40	1.968	TC	N	N
Volkswagen Passat	Midsize Cars	Car	Semi-Automatic	34	30	40	3750	2	140	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0079	0	299	0.007	0.001				102	16			N	5W40	1.968	TC	N	N
Volkswagen Passat	Midsize Cars	Car	Semi-Automatic	23	20	28	3750	3.6	280	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Front	0.0058	0	386	0.011					102	16			N	5W40 VW 50200	3.596	NA	N	Y
