datadate	Fiscal Year	tic	Company Name	Nation	NAICS Sector	Total Assets	Return on Assets	Net Income	Cost of Goods Sold	Total Revenue	Expense: R&D	Expense: Admin, Selling	# Employees	Book Value per Share	log(R&D)	log(assets)	Sector Dummy	Interaction	log(cgs)	log(revenue)
20101231	2010	EXEL	EXELIXIS INC	USA	Prof Services	$360.79 	-0.255910641	($92.33)	$233.16 	$185.05 	$210.68 		383	-2.0892	5.350330902	5.888296072	0	0	5.451703468	5.220599039
20101231	2010	SINA	SINA CORP	CHN	Information	$1,636.09 	-0.011670507	($19.09)	$154.80 	$402.62 	$34.05 	$134.63 	3600	20.0616	3.527771294	7.400064528	1	7.400064528	5.042140421	5.997985738
20101231	2010	SONS	SONUS NETWORKS INC	USA	Prof Services	$555.95 	-0.019230008	($10.69)	$84.21 	$249.31 	$62.79 	$155.31 	968	1.5115	4.139732119	6.320685557	0	0	4.433301804	5.518685069
20101231	2010	CKSW	CLICKSOFTWARE TECHNOLOGIES	ISR	Information	$79.83 	0.113307528	$9.05 	$24.86 	$71.02 	$7.92 	$33.88 	318	1.7656	2.069391206	4.379861793	1	4.379861793	3.213380755	4.262947447
20101231	2010	NTES	NETEASE.COM INC	CHN	Information	$1,755.56 	0.192960631	$338.75 	$199.75 	$834.50 	$48.17 	$176.44 	5627	11.3446	3.87475718	7.470540325	1	7.470540325	5.297061578	6.726826752
20101231	2010	SOHU	SOHU.COM INC	CHN	Information	$1,187.59 	0.125151778	$148.63 	$139.61 	$612.78 	$75.60 	$218.43 	5167	20.9367	4.325456283	7.079681323	1	7.079681323	4.938838495	6.418001085
20100930	2010	NEI	NETWORK ENGINES INC	USA	Prof Services	$84.11 	0.01817836	$1.53 	$195.21 	$221.62 	$6.66 	$22.38 	226	1.2872	1.895668933	4.432137355	0	0	5.274086148	5.400964204
20101231	2010	ARNA	ARENA PHARMACEUTICALS INC	USA	Prof Services	$266.36 	-0.467536661	($124.53)	$102.51 	$16.61 	$75.46 		351	0.6585	4.323589462	5.584856286	0	0	4.6299506	2.810185521
20110331	2010	OPNT	OPNET TECHNOLOGIES INC	USA	Information	$191.82 	0.064648139	$12.40 	$26.99 	$147.99 	$34.72 	$96.40 	578	5.6156	3.547258284	5.256573072	1	5.256573072	3.295577573	4.997117675
20101231	2010	MNDO	MIND CTI LTD	ISR	Information	$30.46 	0.159416959	$4.86 	$5.59 	$19.89 	$4.06 	$7.73 	311	1.2967	1.400443784	3.416447177	1	3.416447177	1.720084433	2.990015967
20101231	2010	TSYS	TELECOMMUNICATION SYS INC	USA	Prof Services	$462.81 	0.03431005	$15.88 	$241.54 	$388.80 	$30.07 	$91.13 	1205	4.0296	3.403661011	6.137314442	0	0	5.487022671	5.963072789
20101231	2010	3RDVWF	RADVIEW SOFTWARE LTD	ISR	Information	$1.00 	0.129482072	$0.13 	$0.17 	$2.42 	$0.90 	$2.28 	15	-0.0762	-0.109814866	0.003992021	1	0.003992021	-1.760260802	0.882527102
20101231	2010	VRYAF	VIRYANET LTD	ISR	Information	$9.76 	0.068545082	$0.67 	$4.48 	$11.12 	$1.07 	$5.73 			0.065787741	2.2782924	1	2.2782924	1.500069375	2.408745289
20101231	2010	INV	INNOVARO INC	USA	Prof Services	$24.65 	-0.775979557	($19.13)	$12.58 	$13.10 	$1.23 	$4.64 	39	0.9249	0.207826847	3.204939159	0	0	2.532267221	2.57230684
20101231	2010	CTFO	CHINA TRANSINFO TECHNOLOGY	CHN	Prof Services	$180.53 	0.085688488	$15.47 	$78.26 	$122.73 	$8.07 	$22.48 	725	3.7736	2.088153482	5.195874812	0	0	4.36007495	4.809970525
20101231	2010	LTBR	LIGHTBRIDGE CORP	USA	Prof Services	$15.31 	-0.493958592	($7.56)	$4.91 	$7.59 	$1.61 	$10.29 	36	1.063	0.474991171	2.728571524	0	0	1.592088274	2.026436256
20101031	2010	3SPCK	SUPERCLICK INC	CAN	Information	$5.00 	0.158073541	$0.79 	$5.02 	$9.09 	$0.28 	$2.87 		0.0565	-1.258781041	1.610237593	1	1.610237593	1.613031448	2.207504887
20101231	2010	TKAGY	TELEKOM AUSTRIA AG	AUT	Information	$10,025.82 	0.02585425	$259.21 	$4,114.36 	$6,289.51 	$50.95 		16501	8.841	3.930903639	9.212918845	1	9.212918845	8.322239059	8.746638127
20101231	2010	EXAS	EXACT SCIENCES CORP	USA	Prof Services	$96.52 	-0.119732684	($11.56)	$16.94 	$5.34 	$9.02 		35	1.5289	2.199776873	4.569698437	0	0	2.829677689	1.675974436
20101231	2010	ARB	ARBITRON INC	USA	Prof Services	$229.24 	0.194022884	$44.48 	$189.73 	$395.38 	$39.15 	$107.67 	1443	2.8703	3.6672727	5.434773852	0	0	5.245596738	5.979844799
20101231	2010	SNMX	SENOMYX INC	USA	Prof Services	$84.67 	-0.125968443	($10.67)	$36.99 	$28.71 	$26.64 		113	0.8233	3.282263684	4.438784969	0	0	3.610620571	3.35717583
20100831	2010	ACN	ACCENTURE PLC	BMU	Prof Services	$12,835.25 	0.138731664	$1,780.66 	$15,574.26 	$23,094.08 	$383.70 	$4,326.36 	204000	4.5369	5.949860997	9.459950805	0	0	9.653374766	10.0473315
20110430	2010	LAVA	MAGMA DESIGN AUTOMATION INC	USA	Information	$106.47 	-0.030637163	($3.26)	$16.33 	$139.29 	$49.90 	$113.16 			3.909920797	4.66788204	1	4.66788204	2.793126374	4.936529373
20101231	2010	PDFS	PDF SOLUTIONS INC	USA	Prof Services	$68.45 	0.003316144	$0.23 	$23.56 	$61.65 	$17.19 	$33.18 	292	1.8445	2.844153284	4.226147378	0	0	3.159338112	4.12147323
20100630	2010	VMCS	VISUALMED CLINICAL SOLUTIONS	USA	Information	$0.16 	-0.13125	($0.02)	$0.09 	$0.39 	$0.03 	$0.24 	3	-0.0364	-3.506557897	-1.832581464	1	-1.832581464	-2.465104022	-0.944175935
20110131	2010	VRNT	VERINT SYSTEMS INC	USA	Prof Services	$1,376.13 	0.018589127	$25.58 	$217.85 	$726.80 	$96.53 	$388.35 	2800	0.6264	4.569802042	7.227028311	0	0	5.383806753	6.588649961
20101231	2010	GSB	GLOBALSCAPE INC	USA	Information	$20.55 	0.042877306	$0.88 	$0.60 	$18.57 	$3.02 	$15.83 	84	0.6776	1.10393145	3.022714945	1	3.022714945	-0.509160344	2.921278088
20100630	2010	SRX	SRA INTERNATIONAL INC	USA	Prof Services	$1,033.72 	0.017814388	$18.42 	$1,260.22 	$1,666.63 	$5.00 	$254.89 	7100	13.5614	1.609437912	6.940914388	0	0	7.139038414	7.418558303
20101231	2010	CPSI	COMPUTER PROGRAMS & SYSTEMS	USA	Prof Services	$62.74 	0.298684945	$18.74 	$87.01 	$153.25 	$2.33 	$35.29 	1194	4.2383	0.84500953	4.138919506	0	0	4.466011562	5.032050999
20100930	2010	SBAY	SUBAYE INC	CHN	Information	$48.10 	-0.378222185	($18.19)	$2.34 	$39.14 	$0.24 	$32.52 	1539	6.2336	-1.439695138	3.873365334	1	3.873365334	0.851005265	3.667170511
20101231	2010	NLTX	NILE THERAPEUTICS INC	USA	Information	$3.67 	-1.645117294	($6.03)	$6.17 	$0.00 	$4.08 		3	0.075	1.406342056	1.299101149	1	1.299101149	1.820184943	
20100930	2010	3SITO	SINGLE TOUCH SYSTEMS INC	USA	Information	$6.54 	-1.867350061	($12.21)	$3.66 	$0.79 	$0.08 	$1.01 	13	0.0443	-2.47693848	1.877325358	1	1.877325358	1.298282484	-0.231932057
20101231	2010	PTI	PATNI COMPUTER SYSTEMS	IND	Prof Services	$872.78 	0.152591019	$133.18 	$427.50 	$701.70 	$1.00 	$134.15 	17642	10.6504	0	6.771688103	0	0	6.057956628	6.553504537
20101231	2010	CALD	CALLIDUS SOFTWARE INC	USA	Information	$79.81 	-0.159588998	($12.74)	$36.72 	$70.88 	$10.45 	$40.43 	260	0.8608	2.346123395	4.379586159	1	4.379586159	3.603403262	4.260988306
20101231	2010	DSTI	DAYSTAR TECHNOLOGIES INC	USA	Prof Services	$18.64 	-1.506545064	($28.08)	$0.00 	$0.00 	$5.52 	$11.17 	4	0.5015	1.70837786	2.925309809	0	0		
20101231	2010	MCHX	MARCHEX INC	USA	Information	$159.69 	-0.01905567	($3.04)	$52.96 	$97.57 	$16.80 	$47.84 	364	3.9355	2.821616953	5.073234436	1	5.073234436	3.969499147	4.580529072
20110131	2010	CRM	SALESFORCE.COM INC	USA	Information	$3,091.17 	0.020857508	$64.47 	$252.41 	$1,657.14 	$187.89 	$1,235.83 	5306	9.6034	5.235840718	8.036303322	1	8.036303322	5.531066635	7.412847901
20101231	2010	ACTV	ACTIVE NETWORK INC	USA	Information	$390.55 	-0.069830085	($27.27)	$97.24 	$279.60 	$61.11 	$162.62 	2636		4.112626426	5.967550881	1	5.967550881	4.577192433	5.63336001
20101231	2010	GOOG	GOOGLE INC	USA	Information	$57,851.00 	0.147015609	$8,505.00 	$9,070.00 	$29,321.00 	$3,762.00 	$8,523.00 	24400	143.918	8.23270601	10.96562602	1	10.96562602	9.112727543	10.28605926
20101231	2010	MORN	MORNINGSTAR INC	USA	Information	$1,086.30 	0.079508277	$86.37 	$157.07 	$555.35 	$49.24 	$237.56 	3225	15.6457	3.896787533	6.990534547	1	6.990534547	5.056678833	6.319600346
20101231	2010	RNOW	RIGHTNOW TECHNOLOGIES INC	USA	Information	$378.88 	0.074931575	$28.39 	$47.29 	$185.52 	$20.15 	$118.26 	920	2.4582	3.00340278	5.937216893	1	5.937216893	3.856298857	5.223173473
20101231	2010	KONG	KONGZHONG CORP -ADR	CHN	Information	$281.45 	0.042363517	$11.92 	$75.76 	$149.58 	$23.97 	$53.20 	1050	5.6638	3.176594433	5.639937047	1	5.639937047	4.327517649	5.007851423
20101231	2010	LOCM	LOCAL.COM CORP	USA	Information	$60.94 	0.069276713	$4.22 	$45.10 	$84.14 	$5.13 	$28.17 	116	2.3754	1.635690284	4.10995541	1	4.10995541	3.808860073	4.432446423
20101231	2010	DWA	DREAMWORKS ANIMATION INC	USA	Information	$1,755.87 	0.09718219	$170.64 	$471.57 	$784.79 	$3.18 	$111.53 	2100	14.9081	1.157824148	7.470718031	1	7.470718031	6.156063312	6.66541744
20101231	2010	3EWVE	ST BERNARD SOFTWARE INC	USA	Information	$17.66 	-0.202378256	($3.57)	$4.37 	$18.07 	$4.33 	$16.49 	127	-0.7014	1.46441214	2.871302195	1	2.871302195	1.47453415	2.894308443
20101231	2010	LEDR	MARKET LEADER INC	USA	Information	$53.73 	-0.265829146	($14.28)	$35.19 	$24.43 	$5.36 		186	1.8968	1.678590771	3.983971505	1	3.983971505	3.560648276	3.195811885
20101231	2010	JRJC	CHINA FINANCE ONLINE CO -ADR	CHN	Information	$180.09 	0.010883387	$1.96 	$4.89 	$59.72 	$13.03 	$53.23 	1600	4.775	2.567100887	5.193462279	1	5.193462279	1.586578618	4.089599991
20101231	2010	TLVT	TELVENT GIT SA	ESP	Prof Services	$1,661.68 	0.03702937	$61.53 	$609.48 	$960.49 	$13.77 	$204.95 	6163	13.8541	2.622274424	7.41558502	0	0	6.412609416	6.867439406
20101231	2010	NINE	NINETOWNS INTERNET TECH -ADR	CHN	Information	$149.94 	0.012451897	$1.87 	$18.21 	$11.96 	$2.38 		299	3.9126	0.866259798	5.010215206	1	5.010215206	2.901806136	2.481149601
20101231	2010	CFSG	CHINA FIRE & SECURTY GRP INC	CHN	Prof Services	$171.54 	0.089998601	$15.44 	$38.64 	$79.98 	$1.97 	$22.93 	465	4.5941	0.676509539	5.144793157	0	0	3.654210367	4.381739093
20101231	2010	NCTY	THE9 LTD -ADR	CHN	Information	$281.42 	-0.26899419	($75.70)	$10.22 	$15.58 	$21.13 	$47.79 	738	9.234	3.050504509	5.639830448	1	5.639830448	2.324640084	2.746116402
20101231	2010	YTEC	YUCHENG TECHNOLOGIES LTD	CHN	Prof Services	$131.36 	0.002260945	$0.30 	$27.10 	$60.95 	$1.59 	$24.12 	2271	4.9037	0.463734016	4.877949258	0	0	3.299681319	4.110037449
20100930	2010	0712B	ALION SCIENCE AND TECHNOLOGY	USA	Prof Services	$646.30 	-0.02356793	($15.23)	$638.05 	$833.99 	$0.72 	$140.33 	3101	-13.2326	-0.334075112	6.471266887	0	0	6.458410381	6.726219014
20101231	2010	GRVY	GRAVITY CO LTD -ADR	KOR	Information	$110.99 	0.029722327	$3.30 	$14.96 	$46.31 	$4.12 	$22.16 	361	2.7816	1.414638834	4.709476146	1	4.709476146	2.705580487	3.835422699
20101130	2010	IHS	IHS INC	USA	Information	$2,155.70 	0.065554052	$141.32 	$462.66 	$1,075.46 	$0.60 	$358.01 	4400	18.305	-0.510825624	7.675871704	1	7.675871704	6.136996766	6.980503756
20101231	2010	NSR	NEUSTAR INC	USA	Information	$733.87 	0.144723754	$106.21 	$121.71 	$526.81 	$13.99 	$171.40 	1022	8.0957	2.638557205	6.598337352	1	6.598337352	4.801657598	6.266843749
20101231	2010	KNXA	KENEXA CORP	USA	Information	$309.18 	-0.011511131	($3.56)	$68.43 	$196.35 	$11.90 	$103.97 	1963	5.8021	2.47662243	5.733920397	1	5.733920397	4.225855164	5.27991406
20101231	2010	WWWW	WEB.COM GROUP INC	USA	Information	$299.49 	-0.021810484	($6.53)	$53.23 	$120.29 	$10.91 	$60.81 	1148	3.7896	2.3896798	5.702077689	1	5.702077689	3.974659719	4.789897181
20101231	2010	TRXI	TRX INC	USA	Information	$18.81 	0.131777589	$2.48 	$34.13 	$56.73 	$3.65 	$15.43 	767	-0.0341	1.294727168	2.934494964	1	2.934494964	3.530293955	4.038320799
20100630	2010	VPRT	VISTAPRINT NV	NLD	Prof Services	$477.89 	0.14175049	$67.74 	$196.22 	$670.04 	$8.50 	$352.09 	2370	8.5763	2.140183804	6.169378488	0	0	5.279216093	6.50732995
20101231	2010	VOCS	VOCUS INC	USA	Information	$174.50 	-0.021060534	($3.68)	$16.82 	$96.76 	$5.89 	$78.05 	687	5.8077	1.773425763	5.16190755	1	5.16190755	2.8225092	4.572233686
20101231	2010	VSCP	VIRTUALSCOPICS INC	USA	Prof Services	$9.73 	-0.064678663	($0.63)	$6.57 	$13.39 	$1.13 	$5.44 	88	0.0361	0.123102197	2.27469989	0	0	1.882361614	2.594732182
20101231	2010	TRAK	DEALERTRACK HOLDINGS INC	USA	Information	$458.96 	-0.060643233	($27.83)	$87.32 	$243.83 	$13.39 	$117.20 	1200	10.0538	2.594209385	6.128969597	1	6.128969597	4.469545175	5.496454856
20101231	2010	BIDU	BAIDU INC -ADR	CHN	Information	$1,674.01 	0.319064567	$534.12 	$266.39 	$1,199.25 	$108.79 	$273.79 	10887	3.6545	4.689456186	7.422974835	1	7.422974835	5.584950139	7.089454976
20101231	2010	EFUT	E-FUTURE INFORMATION TECH	CHN	Information	$36.64 	-0.071641058	($2.63)	$10.91 	$23.02 	$1.24 	$12.45 	740	5.8725	0.21107097	3.601167832	1	3.601167832	2.3892214	3.136189626
20110131	2010	SAI	SAIC INC	USA	Prof Services	$6,223.00 	0.098987627	$616.00 	$9,521.00 	$11,061.00 	$55.00 	$524.00 	43400	6.8812	4.007333185	8.736007385	0	0	9.161255164	9.311180687
20101231	2010	TLEO	TALEO CORP	USA	Information	$523.84 	0.000801778	$0.42 	$49.72 	$237.28 	$46.23 	$158.16 	1164	9.0607	3.833650569	6.261178658	1	6.261178658	3.906326813	5.469219806
20101231	2010	MAIL	INCREDIMAIL LTD	ISR	Information	$41.35 	0.202887685	$8.39 	$0.87 	$29.50 	$6.61 	$16.59 	107	2.9017	1.888129693	3.722024053	1	3.722024053	-0.142716302	3.384288563
20101231	2010	HUGH	HUGHES COMMUNICATIONS INC	USA	Information	$1,363.18 	0.016716122	$22.79 	$606.13 	$1,043.33 	$20.28 	$224.89 	2254	15.0698	3.009585868	7.217571817	1	7.217571817	6.407091185	6.950169925
20101231	2010	LUNA	LUNA INNOVATIONS INC	USA	Prof Services	$22.88 	-0.114530512	($2.62)	$20.20 	$34.54 	$1.69 	$14.99 	187	0.7149	0.527092596	3.130088326	0	0	3.005435049	3.542060167
20101231	2010	SNCR	SYNCHRONOSS TECHNOLOGIES	USA	Information	$340.40 	0.011380762	$3.87 	$83.22 	$165.97 	$26.01 	$56.21 	758	7.8133	3.258404183	5.830118459	1	5.830118459	4.421451654	5.111801024
20110331	2010	CVLT	COMMVAULT SYSTEMS INC	USA	Information	$342.50 	0.061325727	$21.00 	$40.88 	$314.78 	$36.95 	$234.22 	1268	4.2791	3.609673896	5.836268738	1	5.836268738	3.710738789	5.751861275
20101231	2010	JNGW	JINGWEI INTERNATIONAL LTD	CHN	Prof Services	$76.19 	0.129731716	$9.88 	$15.48 	$37.64 	$2.42 	$9.09 	386	2.9167	0.881699287	4.33320397	0	0	2.739290437	3.628093882
20101231	2010	ORBC	ORBCOMM INC	USA	Information	$171.47 	-0.030145391	($5.17)	$9.88 	$36.68 	$0.66 	$17.39 	99	3.7241	-0.410980289	5.144402492	1	5.144402492	2.290208822	3.60212259
20101231	2010	CNIT	CHINA INFORMATION TECHNOLOGY	CHN	Prof Services	$339.40 	0.101360628	$34.40 	$83.77 	$163.85 	$3.02 	$28.00 	1453	3.9779	1.10426296	5.827185246	0	0	4.428098823	5.098926962
20101231	2010	MBLX	METABOLIX INC	USA	Prof Services	$66.77 	-0.581135523	($38.80)	$37.74 	$0.45 	$23.67 		116	0.8803	3.164335158	4.201268855	0	0	3.63072054	-0.802962047
20101231	2010	GSAT	GLOBALSTAR INC	USA	Information	$1,386.81 	-0.070281539	($97.47)	$58.20 	$67.94 	$3.68 	$41.83 	322	1.7274	1.303184454	7.234759983	1	7.234759983	4.063868173	4.218639682
20101231	2010	EM	EMDEON INC	USA	Information	$2,488.56 	0.007854332	$19.55 	$612.59 	$1,002.15 	$35.52 	$146.13 	3000	6.838	3.569955142	7.819460714	1	7.819460714	6.4177024	6.909904967
20101231	2010	RNIN	WIRELESS RONIN TECHNOLOGIES	USA	Prof Services	$11.24 	-0.701209749	($7.88)	$4.58 	$8.57 	$2.86 	$11.16 	66	0.4442	1.052219249	2.419656765	0	0	1.522135584	2.147917613
20101231	2010	GUID	GUIDANCE SOFTWARE INC	USA	Information	$67.44 	-0.068238434	($4.60)	$24.81 	$91.90 	$17.01 	$66.72 	371	0.9805	2.833918977	4.211238314	1	4.211238314	3.211287103	4.520701029
20101231	2010	FIRE	SOURCEFIRE INC	USA	Prof Services	$241.07 	0.082866672	$19.98 	$26.63 	$130.57 	$18.79 	$86.10 	351	5.9029	2.933271592	5.48510394	0	0	3.281888182	4.871924799
20100930	2010	BLIN	BRIDGELINE DIGITAL INC	USA	Information	$31.72 	-0.011883747	($0.38)	$11.12 	$23.56 	$0.93 	$10.81 	166	1.8463	-0.076881044	3.457073492	1	3.457073492	2.408295547	3.159465466
20101231	2010	GLUU	GLU MOBILE INC	USA	Information	$44.82 	-0.299513567	($13.42)	$15.33 	$64.35 	$25.18 	$50.43 	384	0.3114	3.226050029	3.802565219	1	3.802565219	2.729876922	4.164259231
20101231	2010	BBND	BIGBAND NETWORKS INC	USA	Prof Services	$180.77 	-0.174662971	($31.57)	$45.79 	$111.72 	$50.92 	$88.35 	465	1.9248	3.930314688	5.197231037	0	0	3.824087565	4.715950985
20101231	2010	ABCD	CAMBIUM LEARNING GROUP INC	USA	Information	$383.06 	-0.041638168	($15.95)	$60.43 	$181.26 	$10.56 	$79.06 	564	2.8269	2.356883866	5.948196856	1	5.948196856	4.10148567	5.199932465
20101231	2010	VUNCF	VUANCE LTD	ISR	Prof Services	$2.01 	-0.978585657	($1.97)	$2.00 	$7.39 	$0.39 	$6.78 	17	-1.081	-0.95191791	0.697139202	0	0	0.695145183	1.999992408
20101231	2010	TYPE	MONOTYPE IMAGING HOLDINGS	USA	Information	$278.81 	0.065852478	$18.36 	$6.44 	$106.66 	$15.40 	$57.61 	251	4.6612	2.734627216	5.630512613	1	5.630512613	1.862062593	4.66963683
20101231	2010	TTGT	TECHTARGET INC	USA	Information	$193.76 	-0.006100393	($1.18)	$23.10 	$95.01 	$8.10 	$62.00 	577	4.6933	2.092234364	5.266609958	1	5.266609958	3.139789327	4.553971624
20101231	2010	LLNW	LIMELIGHT NETWORKS INC	USA	Information	$298.64 	-0.068145593	($20.35)	$80.35 	$183.33 	$15.76 	$96.74 	689	2.5593	2.757157775	5.699238835	1	5.699238835	4.386416983	5.211271444
20101231	2010	0042B	BROADVIEW NETWORKS HLDG INC	USA	Information	$294.83 	-0.063603833	($18.75)	$193.91 	$407.70 	$1.33 	$145.25 	950	-10.1648	0.288181948	5.68638196	1	5.68638196	5.26738382	6.010541421
20101231	2010	ICLK	INTERCLICK INC	USA	Prof Services	$72.97 	0.055885215	$4.08 	$56.79 	$101.20 	$0.13 	$35.23 	111	1.5547	-2.055725015	4.290062102	0	0	4.039413079	4.61711852
20101231	2010	PRO	PROS HOLDINGS INC	USA	Information	$98.13 	-0.019678379	($1.93)	$19.21 	$74.18 	$20.66 	$51.73 	354	2.2574	3.028393056	4.586272749	1	4.586272749	2.95522273	4.306481091
20101231	2010	SCOR	COMSCORE INC	USA	Prof Services	$283.08 	-0.00556735	($1.58)	$43.53 	$178.89 	$26.38 	$117.37 	920	5.2605	3.272492418	5.645726011	0	0	3.773473328	5.186754322
20101231	2010	SDBT	SOUNDBITE COMMUNICATIONS INC	USA	Information	$45.98 	-0.071451876	($3.29)	$14.06 	$39.49 	$5.89 	$26.86 	128	2.5145	1.77257665	3.828097771	1	3.828097771	2.643120492	3.676148762
20101231	2010	ATHN	ATHENAHEALTH INC	USA	Information	$261.17 	0.048642647	$12.70 	$94.74 	$245.54 	$18.45 	$112.14 	1242	4.9451	2.914955964	5.565171536	1	5.565171536	4.551167963	5.503451721
20101231	2010	PWRD	PERFECT WORLD CO LTD -ADR	CHN	Information	$667.47 	0.190837396	$127.38 	$52.83 	$374.31 	$63.50 	$173.70 	4041	9.8072	4.150992661	6.503500438	1	6.503500438	3.967135996	5.925078988
20101231	2010	CYDE	CYBERDEFENDER CORP	USA	Information	$11.98 	-3.305708563	($39.61)	$19.98 	$45.57 	$3.95 	$62.99 	379	-0.8631	1.372702408	2.483405524	1	2.483405524	2.994781822	3.819227661
20101231	2010	MELI	MERCADOLIBRE INC	ARG	Information	$269.68 	0.207743907	$56.03 	$46.17 	$216.72 	$15.86 	$91.03 	1567	3.8911	2.763547978	5.597247195	1	5.597247195	3.832221935	5.378587741
20101231	2010	VMW	VMWARE INC -CL A	USA	Prof Services	$6,797.32 	0.052585291	$357.44 	$245.22 	$2,857.34 	$652.97 	$1,932.14 	9000	9.1395	6.481528124	8.824283549	0	0	5.502135377	7.957647451
20100630	2010	PTSX	POINT.360	USA	Information	$31.14 	-0.223381711	($6.96)	$24.86 	$39.74 	$1.12 	$15.98 	287	1.1253	0.108854405	3.43862161	1	3.43862161	3.213380755	3.682232411
20110228	2010	DMAN	DEMANDTEC INC	USA	Information	$115.10 	-0.11871063	($13.66)	$23.98 	$82.42 	$32.30 	$65.38 	340	1.8502	3.47503627	4.745757874	1	4.745757874	3.17705333	4.41180386
20101231	2010	TDC	TERADATA CORP	USA	Information	$1,883.00 	0.159851301	$301.00 	$786.00 	$1,936.00 	$147.00 	$673.00 	7400	7.0732	4.990432587	7.540621529	1	7.540621529	6.666956792	7.568379268
20101231	2010	CTCT	CONSTANT CONTACT INC	USA	Prof Services	$167.68 	0.017378858	$2.91 	$38.93 	$174.23 	$23.99 	$120.49 	734	4.2991	3.177428635	5.122027582	0	0	3.661713786	5.160382005
20101231	2010	STV	CHINA DIGITALTV HLDG CO -ADS	CHN	Prof Services	$273.64 	0.122134029	$33.42 	$17.54 	$87.74 	$10.43 	$25.33 	550	3.0348	2.344878005	5.611820683	0	0	2.864255911	4.474412087
20101231	2010	KLEG	KL ENERGY CORP	USA	Prof Services	$8.36 	-2.371008253	($19.82)	$3.07 	$4.07 	$2.81 	$6.01 	14	-0.2887	1.031759982	2.123578037	0	0	1.122003242	1.403397269
20101231	2010	GA	GIANT INTERACTIVE GROUP -ADR	CHN	Information	$1,076.99 	0.114120731	$122.91 	$21.66 	$201.94 	$28.19 	$59.26 	1844	4.248	3.338860879	6.981926321	1	6.981926321	3.075236375	5.307980528
20101231	2010	SFSF	SUCCESSFACTORS INC	USA	Information	$577.41 	-0.02156169	($12.45)	$49.59 	$205.93 	$39.89 	$174.67 	1047	3.5175	3.686175803	6.358557782	1	6.358557782	3.903809366	5.327516881
20101231	2010	MDAS	MEDASSETS INC	USA	Information	$1,845.35 	-0.017408051	($32.12)	$97.20 	$404.74 	$20.01 	$191.13 	3100	7.4573	2.996282122	7.520425866	1	7.520425866	4.57671927	6.003237474
20101231	2010	N	NETSUITE INC	USA	Prof Services	$217.29 	-0.126400758	($27.47)	$49.27 	$193.15 	$35.02 	$157.07 	1084	1.638	3.555890771	5.381246673	0	0	3.897376264	5.263461912
20101231	2010	MDMD	MEDIAMIND TECHNOLOGIES INC	USA	Information	$139.63 	0.071274592	$9.95 	$2.05 	$80.85 	$9.15 	$63.84 	379	6.8194	2.213535276	4.938988905	1	4.938988905	0.717839793	4.392546111
20101231	2010	LOGM	LOGMEIN INC	USA	Information	$186.68 	0.113024101	$21.10 	$5.74 	$98.56 	$15.21 	$73.40 	415	5.4645	2.722216057	5.229379851	1	5.229379851	1.747807582	4.590635061
20101231	2010	SWI	SOLARWINDS INC	USA	Information	$247.48 	0.180808722	$44.75 	$2.43 	$152.39 	$15.73 	$80.39 	458	2.4506	2.755633288	5.511317648	1	5.511317648	0.888713964	5.02646271
20101231	2010	RAX	RACKSPACE HOSTING INC	USA	Information	$761.58 	0.060871061	$46.36 	$249.84 	$780.56 	$18.80 	$295.22 	3262	3.457	2.93385687	6.635391283	1	6.635391283	5.520820713	6.660005205
20101231	2010	DGI	DIGITALGLOBE INC	USA	Information	$1,266.30 	0.003237779	$4.10 	$41.70 	$322.20 	$1.70 	$112.50 	629	10.869	0.530628251	7.143854542	1	7.143854542	3.730501129	5.775172471
20101231	2010	EPOC	EPOCRATES INC	USA	Information	$127.22 	0.029894039	$3.80 	$27.33 	$103.99 	$19.72 	$65.87 	312	-3.9564	2.981481208	4.845886429	1	4.845886429	3.307911818	4.644275508
20100630	2010	PSOF	PANSOFT CO LTD	CHN	Information	$23.38 	0.138776034	$3.25 	$6.09 	$12.06 	$0.04 	$2.12 	373	3.5969	-3.296837366	3.152009263	1	3.152009263	1.805826726	2.489645404
20101231	2010	ATVI	ACTIVISION BLIZZARD INC	USA	Information	$13,406.00 	0.031180069	$418.00 	$1,606.00 	$4,447.00 	$642.00 	$1,523.00 	7600	8.6224	6.464588304	9.503457647	1	9.503457647	7.381501895	8.399984991
20100630	2010	RCON	RECON TECHNOLOGY LTD	CHN	Prof Services	$25.95 	0.11354789	$2.95 	$9.87 	$17.19 	$0.26 	$3.15 		4.0696	-1.343234872	3.255978913	0	0	2.28990504	2.84403691
20101231	2010	RST	ROSETTA STONE INC	USA	Information	$276.47 	0.048047918	$13.28 	$32.44 	$258.87 	$23.44 	$202.51 	1910	8.5014	3.15431597	5.622116784	1	5.622116784	3.47945388	5.556318279
20101231	2010	CLWR	CLEARWIRE CORP	USA	Information	$11,040.49 	-0.044149959	($487.44)	$990.86 	$556.83 	$7.00 	$907.79 	3600	1.3406	1.945910149	9.309324341	1	9.309324341	6.898568207	6.322252803
20101231	2010	FFN	FRIENDFINDER NETWORKS INC	USA	Information	$532.82 	-0.080990284	($43.15)	$110.49 	$346.00 	$12.83 	$129.95 	407	-21.0313	2.552097899	6.278178026	1	6.278178026	4.70494312	5.846430105
