datadate	Fiscal Year	tic	Company Name	Nation	Total Assets	Return on Assets	Net Income	Cost of Goods Sold	Total Revenue	Expense: R&D	Expense: Admin, Selling	# Employees	Book Value per Share	Description	NAICS	cusip
20100930	2010	3SITO	SINGLE TOUCH SYSTEMS INC	USA	$6.54 	-1.867350061	($12.21)	$3.66 	$0.79 	$0.08 	$1.01 	13	0.0443	Single Touch Systems Inc. engages in the development, publishing, and distribution of wireless applications in the United States.	511210	82932T107
20101231	2010	CALD	CALLIDUS SOFTWARE INC	USA	$79.81 	-0.159588998	($12.74)	$36.72 	$70.88 	$10.45 	$40.43 	260	0.8608	Callidus Software Inc. provides sales performance management (SPM) software and services. Its SPM systems are used to monitor and analyze sales performance and incentive compensation management programs.	511210	13123E500
20101231	2010	MCHX	MARCHEX INC	USA	$159.69 	-0.01905567	($3.04)	$52.96 	$97.57 	$16.80 	$47.84 	364	3.9355	Marchex, Inc., a performance marketing company, provides call and click-based advertising products to advertisers. The company offers products, services, and technologies that enable advertisers to reach local consumers across online, mobile, and offline sources.	519130	56624R108
20110131	2010	CRM	SALESFORCE.COM INC	USA	$3,091.17 	0.020857508	$64.47 	$252.41 	$1,657.14 	$187.89 	$1,235.83 	5306	9.6034	salesforce.com, inc. provides customer and collaboration relationship management (CRM) services to various businesses and industries worldwide. It also offers a technology platform for customers and developers to build and run business applications.	511210	79466L302
20101231	2010	ACTV	ACTIVE NETWORK INC	USA	$390.55 	-0.069830085	($27.27)	$97.24 	$279.60 	$61.11 	$162.62 	2636		The Active Network, Inc., an online community, offers application services technology and marketing access to community service and participatory sports organizations.	511210	00506D100
20101231	2010	GOOG	GOOGLE INC	USA	$57,851.00 	0.147015609	$8,505.00 	$9,070.00 	$29,321.00 	$3,762.00 	$8,523.00 	24400	143.918	Google Inc. maintains an index of Web sites and other online content for users, advertisers, and Google network members and other content providers.	519130	38259P508
20101231	2010	MORN	MORNINGSTAR INC	USA	$1,086.30 	0.079508277	$86.37 	$157.07 	$555.35 	$49.24 	$237.56 	3225	15.6457	Morningstar, Inc. provides independent investment research to individual investors, financial advisors, and institutional clients worldwide. The company operates in two segments, Investment Information and Investment Management.	519130	617700109
20101231	2010	RNOW	RIGHTNOW TECHNOLOGIES INC	USA	$378.88 	0.074931575	$28.39 	$47.29 	$185.52 	$20.15 	$118.26 	920	2.4582	Rightnow Technologies, Inc. provides cloud-based customer experience software products and services. The company primarily offers RightNow CX, a customer experience suite for consumer-centric organizations to enable interactions across Web, social, and contact center touch points.	511210	76657R106
20101231	2010	KONG	KONGZHONG CORP -ADR	CHN	$281.45 	0.042363517	$11.92 	$75.76 	$149.58 	$23.97 	$53.20 	1050	5.6638	KongZhong Corporation, together with its subsidiaries, provides wireless interactive entertainment, media, and community services to mobile phone users in the People's Republic of China.	517210	50047P104
20101231	2010	LOCM	LOCAL.COM CORP	USA	$60.94 	0.069276713	$4.22 	$45.10 	$84.14 	$5.13 	$28.17 	116	2.3754	Local.com Corporation provides local search services on the Internet. It operates Local.com, a local business directory site that provides information on approximately 14 million local businesses.	519130	53954R105
20101231	2010	DWA	DREAMWORKS ANIMATION INC	USA	$1,755.87 	0.09718219	$170.64 	$471.57 	$784.79 	$3.18 	$111.53 	2100	14.9081	DreamWorks Animation SKG, Inc. engages in the development, production, and exploitation of animated feature films and characters worldwide. It provides animated feature films and characters for the theatrical, home entertainment, television, and merchandising and licensing markets.	512110	26153C103
20101231	2010	3EWVE	ST BERNARD SOFTWARE INC	USA	$17.66 	-0.202378256	($3.57)	$4.37 	$18.07 	$4.33 	$16.49 	127	-0.7014	St. Bernard Software, Inc., doing business as EdgeWave, develops and markets on demand, on-premises, and hybrid secure content management (SCM) solutions to the mid-enterprise and service provider markets.	511210	85228F202
20101231	2010	LEDR	MARKET LEADER INC	USA	$53.73 	-0.265829146	($14.28)	$35.19 	$24.43 	$5.36 		186	1.8968	Market Leader, Inc. provides real estate professionals with marketing and technology solutions. The company offers real estate agents, agent teams, and brokerage companies with subscription software and advertising products, as well as the tools and training.	519130	57056R103
20101231	2010	JRJC	CHINA FINANCE ONLINE CO -ADR	CHN	$180.09 	0.010883387	$1.96 	$4.89 	$59.72 	$13.03 	$53.23 	1600	4.775	China Finance Online Co. Limited provides online financial and listed company data and information in the People's Republic of China.	517110	169379104
20101231	2010	NINE	NINETOWNS INTERNET TECH -ADR	CHN	$149.94 	0.012451897	$1.87 	$18.21 	$11.96 	$2.38 		299	3.9126	Ninetowns Internet Technology Group Company Limited, through its subsidiaries, engages in the sale of enterprise software, and provision of related after-sales and technique consulting services in the People's Republic of China.	511210	654407105
20101231	2010	NCTY	THE9 LTD -ADR	CHN	$281.42 	-0.26899419	($75.70)	$10.22 	$15.58 	$21.13 	$47.79 	738	9.234	The9 Limited operates as an online game operator and developer in China. Its business is primarily focused on developing and operating games for online game market.	511210	88337K104
20101231	2010	GRVY	GRAVITY CO LTD -ADR	KOR	$110.99 	0.029722327	$3.30 	$14.96 	$46.31 	$4.12 	$22.16 	361	2.7816	Gravity Co., Ltd. engages in developing and publishing online games in Japan, Brazil, the Philippines, Indonesia, Singapore, Malaysia, Thailand, Russia, and Taiwan.	511210	38911N107
20101130	2010	IHS	IHS INC	USA	$2,155.70 	0.065554052	$141.32 	$462.66 	$1,075.46 	$0.60 	$358.01 	4400	18.305	IHS Inc. provides critical information and insight products and services. It offers its products and services in four information domains: Energy, Product Lifecycle, Security, and Environment.	519130	451734107
20101231	2010	NSR	NEUSTAR INC	USA	$733.87 	0.144723754	$106.21 	$121.71 	$526.81 	$13.99 	$171.40 	1022	8.0957	NeuStar, Inc. provides technology and directory services to its communications service provider (carrier) and non-carrier, commercial business customers.	517919	64126X201
20101231	2010	KNXA	KENEXA CORP	USA	$309.18 	-0.011511131	($3.56)	$68.43 	$196.35 	$11.90 	$103.97 	1963	5.8021	Kenexa Corporation and its subsidiaries provide software, proprietary content, and services that enable organizations to recruit and retain employees. The company offers hiring solutions and retention solutions.	511210	488879107
20101231	2010	WWWW	WEB.COM GROUP INC	USA	$299.49 	-0.021810484	($6.53)	$53.23 	$120.29 	$10.91 	$60.81 	1148	3.7896	Web.com Group, Inc. provides Website building tools, online marketing, lead generation, ecommerce, and technology solutions that enable small and medium-sized businesses to build and maintain their online presence.	519130	94733A104
20101231	2010	TRXI	TRX INC	USA	$18.81 	0.131777589	$2.48 	$34.13 	$56.73 	$3.65 	$15.43 	767	-0.0341	TRX, Inc., a travel technology and data services provider, offers software-as-a-service utilities for online booking, reservation processing, data intelligence, and process automation.	518210	898452107
20101231	2010	VOCS	VOCUS INC	USA	$174.50 	-0.021060534	($3.68)	$16.82 	$96.76 	$5.89 	$78.05 	687	5.8077	Vocus, Inc. provides cloud-based PR and marketing software products for public relations management in the United States, Europe, Asia, and Morocco.	511210	92858J108
20101231	2010	TRAK	DEALERTRACK HOLDINGS INC	USA	$458.96 	-0.060643233	($27.83)	$87.32 	$243.83 	$13.39 	$117.20 	1200	10.0538	DealerTrack Holdings, Inc., through its subsidiaries, provides on-demand software solutions to automotive retail industry in the United States and Canada.	511210	242309102
20101231	2010	BIDU	BAIDU INC -ADR	CHN	$1,674.01 	0.319064567	$534.12 	$266.39 	$1,199.25 	$108.79 	$273.79 	10887	3.6545	Baidu, Inc. provides Internet search services. The company offers a Chinese language search platform on its Website, Baidu.com; and a Japanese language search platform on its Website, Baidu.jp.	519130	56752108
20101231	2010	EFUT	E-FUTURE INFORMATION TECH	CHN	$36.64 	-0.071641058	($2.63)	$10.91 	$23.02 	$1.24 	$12.45 	740	5.8725	eFuture Information Technology Inc. provides integrated software and services to retail and consumer goods industries in the People's Republic of China.	511210	G29438101
20101231	2010	TLEO	TALEO CORP	USA	$523.84 	0.000801778	$0.42 	$49.72 	$237.28 	$46.23 	$158.16 	1164	9.0607	Taleo Corporation provides on-demand talent management software solutions.	511210	87424N104
20101231	2010	MAIL	INCREDIMAIL LTD	ISR	$41.35 	0.202887685	$8.39 	$0.87 	$29.50 	$6.61 	$16.59 	107	2.9017	Incredimail Ltd. and its subsidiaries design, develop, and market content and media products, principally email products to the consumer and home markets in Israel.	519130	M5364E104
20101231	2010	HUGH	HUGHES COMMUNICATIONS INC	USA	$1,363.18 	0.016716122	$22.79 	$606.13 	$1,043.33 	$20.28 	$224.89 	2254	15.0698	Hughes Communications, Inc., through its subsidiary, Hughes Network Systems, LLC, provides broadband satellite network services and systems primarily to the enterprise market in the United States and internationally.	517910	444398101
20101231	2010	SNCR	SYNCHRONOSS TECHNOLOGIES	USA	$340.40 	0.011380762	$3.87 	$83.22 	$165.97 	$26.01 	$56.21 	758	7.8133	Synchronoss Technologies, Inc.	519130	87157B103
20110331	2010	CVLT	COMMVAULT SYSTEMS INC	USA	$342.50 	0.061325727	$21.00 	$40.88 	$314.78 	$36.95 	$234.22 	1268	4.2791	CommVault Systems, Inc., together with its subsidiaries, provides data and information management software applications and related services primarily in North America, Europe, Australia, and Asia.	511210	204166102
20101231	2010	ORBC	ORBCOMM INC	USA	$171.47 	-0.030145391	($5.17)	$9.88 	$36.68 	$0.66 	$17.39 	99	3.7241	ORBCOMM Inc., a satellite-based data communication company, operates a two-way wireless data messaging system optimized for narrowband data communications in the United States and internationally.	517410	68555P100
20101231	2010	GSAT	GLOBALSTAR INC	USA	$1,386.81 	-0.070281539	($97.47)	$58.20 	$67.94 	$3.68 	$41.83 	322	1.7274	Globalstar, Inc. provides mobile voice and data communications services through satellite in the United States and Canada.	517410	378973408
20101231	2010	EM	EMDEON INC	USA	$2,488.56 	0.007854332	$19.55 	$612.59 	$1,002.15 	$35.52 	$146.13 	3000	6.838	Emdeon Inc. provides revenue and payment cycle management solutions that connect payers, providers, and patients in the United States healthcare system.	518210	29084T104
20101231	2010	GUID	GUIDANCE SOFTWARE INC	USA	$67.44 	-0.068238434	($4.60)	$24.81 	$91.90 	$17.01 	$66.72 	371	0.9805	Guidance Software, Inc. provides software and hardware solutions for digital investigations primarily in the United States, Europe, the Middle East, Africa, and Asia/the Pacific Rim.	511210	401692108
20100930	2010	BLIN	BRIDGELINE DIGITAL INC	USA	$31.72 	-0.011883747	($0.38)	$11.12 	$23.56 	$0.93 	$10.81 	166	1.8463	Bridgeline Digital, Inc. operates as a developer of Web application management software and interactive business technology solutions that help organizations optimize business processes.	511210	10807Q205
20101231	2010	GLUU	GLU MOBILE INC	USA	$44.82 	-0.299513567	($13.42)	$15.33 	$64.35 	$25.18 	$50.43 	384	0.3114	Glu Mobile Inc. engages in the design, marketing, and sale of mobile games worldwide.	511210	379890106
20101231	2010	ABCD	CAMBIUM LEARNING GROUP INC	USA	$383.06 	-0.041638168	($15.95)	$60.43 	$181.26 	$10.56 	$79.06 	564	2.8269	Cambium Learning Group, Inc. provides research-based education solutions for students in the United States. Its Voyager segment provides various reading programs.	511199	13201A107
20101231	2010	TYPE	MONOTYPE IMAGING HOLDINGS	USA	$278.81 	0.065852478	$18.36 	$6.44 	$106.66 	$15.40 	$57.61 	251	4.6612	Monotype Imaging Holdings Inc., through its subsidiaries, provides text imaging solutions worldwide. The company involves in developing, marketing, and licensing technologies and fonts for displaying and printing digital text.	511210	61022P100
20101231	2010	TTGT	TECHTARGET INC	USA	$193.76 	-0.006100393	($1.18)	$23.10 	$95.01 	$8.10 	$62.00 	577	4.6933	TechTarget, Inc. provides specialized online content that brings together buyers and sellers of corporate information technology (IT) products. The company sells customized marketing programs that enable IT vendors to reach corporate IT decision makers who are researching specific IT purchases.	517110	87874R100
20101231	2010	LLNW	LIMELIGHT NETWORKS INC	USA	$298.64 	-0.068145593	($20.35)	$80.35 	$183.33 	$15.76 	$96.74 	689	2.5593	Limelight Networks, Inc. provides content delivery network (CDN) services in the United States, Europe, and the Asia Pacific.	517110	53261M104
20101231	2010	0042B	BROADVIEW NETWORKS HLDG INC	USA	$294.83 	-0.063603833	($18.75)	$193.91 	$407.70 	$1.33 	$145.25 	950	-10.1648	Broadview Networks Holdings, Inc., an integrated communications company, provides voice and data communications, and managed network solutions primarily to the small and medium sized business customers in Northeast and Mid-Atlantic United States.	517919	111384103
20101231	2010	PRO	PROS HOLDINGS INC	USA	$98.13 	-0.019678379	($1.93)	$19.21 	$74.18 	$20.66 	$51.73 	354	2.2574	PROS Holdings, Inc. provides pricing and margin optimization software worldwide. It offers PROS Pricing Solution Suite, which is a set of integrated software products that enables enterprises to apply pricing science to determine, analyze, and execute optimal pricing strategies.	511210	74346Y103
20101231	2010	SDBT	SOUNDBITE COMMUNICATIONS INC	USA	$45.98 	-0.071451876	($3.29)	$14.06 	$39.49 	$5.89 	$26.86 	128	2.5145	SoundBite Communications, Inc. provides on-demand, multi-channel proactive customer communications services enabling organizations to design, execute, and measure communication campaigns for various marketing, customer care, payment, and collection processes.	517919	836091108
20101231	2010	ATHN	ATHENAHEALTH INC	USA	$261.17 	0.048642647	$12.70 	$94.74 	$245.54 	$18.45 	$112.14 	1242	4.9451	athenahealth, Inc., a business services company, provides ongoing billing, clinical-related, and other related services to medical group practices primarily in the United States. It provides services through the athenaNet, a proprietary Internet-based practice management application.	519130	04685W103
20101231	2010	PWRD	PERFECT WORLD CO LTD -ADR	CHN	$667.47 	0.190837396	$127.38 	$52.83 	$374.31 	$63.50 	$173.70 	4041	9.8072	Perfect World Co., Ltd., through its subsidiaries, engages in the research, development, operation, and licensing of online games primarily in the People's Republic of China, the United States, and the Rest of Asia.	511210	71372U104
20101231	2010	CYDE	CYBERDEFENDER CORP	USA	$11.98 	-3.305708563	($39.61)	$19.98 	$45.57 	$3.95 	$62.99 	379	-0.8631	CyberDefender Corporation provides Internet security software, utilities, and remote technical support services to the consumer and small business market. The company develops and markets antispyware/antivirus software and a remote, live technical support service.	511210	23248L107
20101231	2010	MELI	MERCADOLIBRE INC	ARG	$269.68 	0.207743907	$56.03 	$46.17 	$216.72 	$15.86 	$91.03 	1567	3.8911	MercadoLibre, Inc., through its subsidiaries, hosts online commerce and payments platforms in Latin America. Its services are designed to provide its users with mechanisms to buy, sell, pay for, and collect on e-commerce transactions.	517919	58733R102
20100630	2010	PTSX	POINT.360	USA	$31.14 	-0.223381711	($6.96)	$24.86 	$39.74 	$1.12 	$15.98 	287	1.1253	Point.360 operates as an integrated media management services company in the United States. The company offers film, video and audio post-production, archival, duplication, computer graphics, and data distribution services.	512199	730507100
20110228	2010	DMAN	DEMANDTEC INC	USA	$115.10 	-0.11871063	($13.66)	$23.98 	$82.42 	$32.30 	$65.38 	340	1.8502	DemandTec, Inc. provides collaborative optimization network of software services connecting retailers and consumer products (CP) companies.	511210	24802R506
20101231	2010	TDC	TERADATA CORP	USA	$1,883.00 	0.159851301	$301.00 	$786.00 	$1,936.00 	$147.00 	$673.00 	7400	7.0732	Teradata Corporation provides enterprise data warehousing solutions, including enterprise analytic technologies and services, and integrated marketing software. The company's data warehousing solutions comprise software, hardware, and related business consulting and support services.	519130	88076W103
20101231	2010	GA	GIANT INTERACTIVE GROUP -ADR	CHN	$1,076.99 	0.114120731	$122.91 	$21.66 	$201.94 	$28.19 	$59.26 	1844	4.248	Giant Interactive Group, Inc. develops and operates online games in the People's Republic of China. The company focuses on massively multiplayer online (MMO) games that are played through networked game servers in which thousands of players are able to simultaneously connect and interact.	511210	374511103
20101231	2010	SFSF	SUCCESSFACTORS INC	USA	$577.41 	-0.02156169	($12.45)	$49.59 	$205.93 	$39.89 	$174.67 	1047	3.5175	SuccessFactors, Inc. provides cloud-based business execution software solutions that enable organizations to bridge the gap between business strategy and results worldwide.	511210	864596101
20101231	2010	MDAS	MEDASSETS INC	USA	$1,845.35 	-0.017408051	($32.12)	$97.20 	$404.74 	$20.01 	$191.13 	3100	7.4573	MedAssets, Inc. provides technology enabled products and services for hospitals, health systems, and ancillary healthcare providers in the United States.	511210	584045108
20101231	2010	MDMD	MEDIAMIND TECHNOLOGIES INC	USA	$139.63 	0.071274592	$9.95 	$2.05 	$80.85 	$9.15 	$63.84 	379	6.8194	MediaMind Technologies Inc. provides digital advertising campaign management solutions to media agencies and advertisers worldwide.	519130	58449C100
20101231	2010	LOGM	LOGMEIN INC	USA	$186.68 	0.113024101	$21.10 	$5.74 	$98.56 	$15.21 	$73.40 	415	5.4645	LogMeIn, Inc. provides on-demand, remote-connectivity solutions to small and medium-sized businesses, information technology (IT) service providers, and consumers in the United States and internationally.	511210	54142L109
20101231	2010	SWI	SOLARWINDS INC	USA	$247.48 	0.180808722	$44.75 	$2.43 	$152.39 	$15.73 	$80.39 	458	2.4506	SolarWinds, Inc. designs, develops, markets, sells, and supports enterprise information technology (IT) infrastructure management software to IT professionals.	511210	83416B109
20101231	2010	RAX	RACKSPACE HOSTING INC	USA	$761.58 	0.060871061	$46.36 	$249.84 	$780.56 	$18.80 	$295.22 	3262	3.457	Rackspace Hosting, Inc. operates in the hosting and cloud computing industry. It provides information technology (IT) as a service, managing Web-based IT systems for small and medium-sized businesses, as well as large enterprises worldwide.	518210	750086100
20101231	2010	DGI	DIGITALGLOBE INC	USA	$1,266.30 	0.003237779	$4.10 	$41.70 	$322.20 	$1.70 	$112.50 	629	10.869	DigitalGlobe, Inc. provides commercial earth imagery products and solutions. The company collects its imagery products and services via its three high-resolution imagery satellites.	517919	25389M877
20101231	2010	EPOC	EPOCRATES INC	USA	$127.22 	0.029894039	$3.80 	$27.33 	$103.99 	$19.72 	$65.87 	312	-3.9564	Epocrates, Inc. provides mobile drug reference tools to healthcare professionals and interactive services to the healthcare industry in the United States.	519130	29429D103
20100630	2010	PSOF	PANSOFT CO LTD	CHN	$23.38 	0.138776034	$3.25 	$6.09 	$12.06 	$0.04 	$2.12 	373	3.5969	Pansoft Company Limited provides enterprise resource planning software and professional services for the oil and gas industry in the People's Republic of China.	511210	G6891W101
20101231	2010	ATVI	ACTIVISION BLIZZARD INC	USA	$13,406.00 	0.031180069	$418.00 	$1,606.00 	$4,447.00 	$642.00 	$1,523.00 	7600	8.6224	Activision Blizzard, Inc., through its subsidiaries, publishes online, personal computer (PC), console, and handheld games worldwide. The company develops and publishes PC-based computer games and maintains its proprietary online-game related service, Battle.net.	511210	00507V109
20101231	2010	RST	ROSETTA STONE INC	USA	$276.47 	0.048047918	$13.28 	$32.44 	$258.87 	$23.44 	$202.51 	1910	8.5014	Rosetta Stone Inc. provides technology-based language learning solutions worldwide. The company develops, markets, and sells language learning solutions, such as software, online services, and audio practice tools primarily under the Rosetta Stone brand name.	511210	777780107
20101231	2010	CLWR	CLEARWIRE CORP	USA	$11,040.49 	-0.044149959	($487.44)	$990.86 	$556.83 	$7.00 	$907.79 	3600	1.3406	Clearwire Corporation provides wireless broadband services. The company builds and operates mobile broadband networks that provide high-speed mobile Internet and residential access services, as well as residential voice services in communities in the United States.	517919	18538Q105
20101231	2010	FFN	FRIENDFINDER NETWORKS INC	USA	$532.82 	-0.080990284	($43.15)	$110.49 	$346.00 	$12.83 	$129.95 	407	-21.0313	FriendFinder Networks Inc., an Internet and technology company, provides services in the social networking and Web-based video sharing markets.	519130	358453306
20101231	2010	CYOU	CHANGYOU.COM LTD  -ADR	CHN	$502.51 	0.34805935	$174.90 	$21.07 	$327.15 	$37.92 	$93.55 	2109	7.9623	Changyou.com Limited develops and operates online games in the People's Republic of China.	511210	15911M107
20101031	2010	3CGNH	CARDIOGENEICS HOLDINGS INC	CAN	$2.49 	-0.814159292	($2.02)	$0.00 	$0.00 	$0.69 	$1.85 	10	0.0415	CardioGenics Holdings Inc., a development-stage company, engages in the development and commercialization of diagnostic test products to the in vitro diagnostics testing market.	519130	14160X203
20101231	2010	ACOM	ANCESTRY.COM INC	USA	$522.19 	0.070559149	$36.85 	$40.33 	$300.93 	$42.30 	$169.86 	795	8.0539	Ancestry.Com Inc. operates as an online resource for family history for subscribers worldwide.	519130	32803108
20101231	2010	CDCS	CDC SOFTWARE CORP  -ADR	HKG	$409.85 	0.015603193	$6.40 	$79.09 	$212.88 	$27.88 	$99.82 			CDC Software Corporation provides a suite of scalable enterprise software applications that delivers industry-specific functionalities worldwide.	511210	12507Y108
20101231	2010	GAME	SHANDA GAMES LTD  -ADR	CHN	$1,027.22 	0.190102179	$195.28 	$232.36 	$682.53 	$70.58 	$202.22 	2834	2.147	Shanda Games Limited, an online game company, engages in the development and operation of online games in the People's Republic of China. It also licenses its games to third parties.	511210	81941U105
20101231	2010	IRDM	IRIDIUM COMMUNICATIONS INC	USA	$1,047.45 	0.021663107	$22.69 	$134.24 	$348.17 	$19.18 	$85.91 	174	9.3307	Iridium Communications Inc. provides mobile voice and data communications services through satellites to businesses, the U.S. and foreign governments, non-governmental organizations, and consumers worldwide.	517410	46269C102
20101231	2010	AOL	AOL INC	USA	$2,962.30 	-0.264152854	($782.50)	$1,184.30 	$2,416.70 	$41.90 	$491.20 	5860	21.4242	AOL Inc. operates as a Web services company that offers a suite of brands and offerings for the worldwide audience. Its business spans online content, products, and services for consumers, publishers, and advertisers. The company produces digital content and sells display advertising. AOL Inc.	519130	00184X105
20101231	2010	SPSC	SPS COMMERCE INC	USA	$57.88 	0.049827229	$2.88 	$11.09 	$44.60 	$4.35 	$28.94 	353	3.6716	SPS Commerce, Inc. provides on-demand supply chain management solutions worldwide. It offers integration, collaboration, connectivity, visibility, and data analytics over the Internet using a software-as-a-service model. SPS Commerce, Inc.	511210	78463M107
20100630	2010	TNAV	TELENAV INC	USA	$173.72 	0.238372093	$41.41 	$25.38 	$171.16 	$41.56 	$73.27 		3.5367	TeleNav, Inc. provides location based services (LBS) for consumers and enterprises in the United States and internationally.	517919	879455103
20101231	2010	CNVO	CONVIO INC	USA	$80.41 	0.042966758	$3.46 	$23.18 	$69.74 	$10.55 	$39.47 	367	3.3165	Convio, Inc. provides on-demand constituent engagement solutions that enable nonprofit organizations (NPOs) to raise funds, advocate for change, and cultivate relationships with donors, activists, volunteers, alumni, and other constituents in North America.	511210	21257W105
20101231	2010	VRNG	VRINGO INC	USA	$5.89 	-1.688232298	($9.94)	$0.09 	$0.21 	$2.36 	$6.53 	32	-0.0442	Vringo, Inc., a development stage company, provides software platforms for mobile video applications and video ringtones.	511210	92911N104
20100630	2010	QNST	QUINSTREET INC	USA	$434.63 	0.047359823	$20.58 	$223.21 	$334.84 	$21.00 	$54.57 	637	6.4349	QuinStreet, Inc. operates as an online media and marketing company in the United States and internationally. It provides direct marketing services, including the delivery of leads or paid clicks; and hosted solution and related services for clients in the direct selling industry.	519130	74874Q100
20101231	2010	BSFT	BROADSOFT INC	USA	$127.36 	0.062753227	$7.99 	$17.43 	$95.62 	$19.62 	$63.94 	372	2.0645	BroadSoft, Inc. provides software that enables fixed-line, mobile, and cable service providers to deliver voice and multimedia services over Internet protocol (IP) based networks.	511210	11133B409
20101231	2010	3SAJA	SAJAN INC	USA	$8.40 	-0.360066635	($3.03)	$9.48 	$15.99 	$1.72 	$7.97 	112	0.1708	Sajan, Inc. provides language translation and technology solutions under the Sajan name worldwide. It offers solutions to translate product manuals, instructions, warnings, and other product information into various languages.	519130	79379T103
20101231	2010	QLIK	QLIK TECHNOLOGIES INC	USA	$265.06 	0.050991459	$13.52 	$22.01 	$226.52 	$13.54 	$174.48 	780	2.0214	Qlik Technologies Inc. engages in the development, commercialization, and implementation of software products and related services that deliver data analysis and reporting solutions primarily in the Americas, and Europe.	511210	74733T105
20100930	2010	KONE	KINGTONE WIRELESSINFO  -ADR	CHN	$38.07 	0.216347543	$8.24 	$2.13 	$14.51 	$0.18 	$2.16 	190	2.3405	Kingtone Wirelessinfo Solution Holding Ltd operates as a software and solutions developer focusing on wirelessly enabling businesses and government agencies.	511210	496880105
20101231	2010	RP	REALPAGE INC	USA	$342.79 	0.000195454	$0.07 	$66.68 	$188.27 	$36.92 	$94.35 	1759	2.5198	RealPage, Inc. engages in the development of multifamily property management software.	511210	75606N109
20101231	2010	MOTR	MOTRICITY INC	USA	$231.81 	-0.03026133	($7.02)	$47.79 	$133.38 	$8.67 	$80.76 	339	3.4701	Motricity, Inc. enables mobile operators, brands, and advertising agencies to maximize the reach and economic potential of the mobile ecosystem through the delivery of relevance-driven merchandising, marketing, and advertising solutions.	517919	620107102
20101231	2010	AMAP	AUTONAVI HLDG LTD	DEU	$248.62 	0.076963917	$19.14 	$24.19 	$85.77 	$12.73 	$34.84 	2162	4.391	AutoNavi Holdings Limited provides digital map content and navigation and location-based solutions in the People's Republic of China (PRC).	511210	05330F106
20101231	2010	KEYW	KEYW HOLDING CORP	USA	$205.26 	0.053131577	$10.91 	$75.68 	$107.99 	$0.99 	$27.26 	722	6.8526	The KEYW Holding Corporation, through its subsidiaries, provides mission-critical cybersecurity and cyber superiority solutions to defense, intelligence, and national security agencies in the United States.	518	493723100
20101231	2010	CIS	CAMELOT INFO SYSTEMS INC-ADR	CHN	$341.47 	0.05446239	$18.60 	$123.59 	$192.86 	$2.74 	$35.48 	3718	5.628	Camelot Information Systems Inc., through its subsidiaries, provides enterprise application services and financial industry information technology (IT) services in the People's Republic of China.	511210	13322V105
20101231	2010	CCIH	CHINACACHE INTL HLDGS  -ADR	CHN	$146.89 	-0.057506399	($8.45)	$33.49 	$61.12 	$4.35 	$22.02 	227	4.2651	ChinaCache International Holdings Ltd. provides Internet content and application delivery services to businesses, government agencies, and other enterprises in the People's of Republic of China.	519130	16950M107
20101231	2010	CSOD	CORNERSTONE ONDEMAND INC	USA	$42.89 	-1.127663543	($48.37)	$11.64 	$43.73 	$5.60 	$42.29 	327	-8.5553	Cornerstone OnDemand, Inc. provides learning and talent management solution delivered as software-as-a-service. It offers five integrated platforms for learning management, enterprise social networking, performance management, succession management, and extended enterprise.	511210	21925Y103
20101231	2010	DMD	DEMAND MEDIA INC	USA	$488.47 	-0.010901453	($5.33)	$116.55 	$252.94 	$26.54 	$84.85 	600	-8.6511	Demand Media, Inc. operates as an online media company in the United States. It identifies, creates, distributes, and monetizes in-demand content.	519130	24802N109
20101231	2010	BITA	BITAUTO HOLDINGS LTD  -ADR	CHN	$178.14 	-1.083009611	($192.92)	$22.04 	$69.41 	$4.51 	$34.95 	1290	3.0243	Bitauto Holdings Limited provides Internet content and marketing services for the automotive industry in the People's Republic of China.	519130	91727107
20101231	2010	YOKU	YOUKU.COM INC -ADR	CHN	$331.84 	-0.093456564	($31.01)	$39.94 	$58.65 	$4.74 	$28.86 	549	2.7502	Youku.com Inc. operates as an Internet television company in the People's Republic of China. Its Internet television platform enables consumers to search, view, and share video content across various devices.	519130	98742U100
20110331	2010	MOBI	SKY-MOBI LTD  -ADR	CHN	$100.26 	0.207635994	$20.82 	$70.99 	$103.13 	$7.98 	$28.37 	534		Sky-mobi Limited operates the mobile application store in China. The company works with handset companies to pre-install its Maopao mobile application store on handsets and with content developers to provide users with applications and content titles.	511210	83084G109
20101231	2010	WIFI	BOINGO WIRELESS INC	USA	$133.04 	0.118269628	$15.73 	$39.33 	$80.42 	$8.48 	$23.73 	135	-8.541	Boingo Wireless, Inc., together with its subsidiaries, provides mobile Wi-Fi Internet solutions.	517919	09739C102
20101231	2010	LNKD	LINKEDIN CORP	USA	$238.19 	0.064591835	$15.39 	$44.83 	$243.10 	$65.10 	$159.15 	990	0.4677	LinkedIn Corporation operates an online professional network.	519130	53578A108
20101231	2010	MKTG	RESPONSYS INC	USA	$71.90 	0.119582754	$8.60 	$35.14 	$94.07 	$10.60 	$39.67 	488	3.2788	Responsys, Inc. provides on-demand software and professional services to enterprise and larger mid-market companies. Its Responsys Interact suite provides marketers a solution to create, execute, optimize, and automate marketing campaigns across email, mobile, social, and Web channels.	511210	761248103
